timestamp,fps,left_conf,center_conf,right_conf,lane_width_m,lateral_error_m,heading_error_deg,curvature,lookahead_m,target_speed,actual_speed,steer_raw,steer_filtered,tracking_state,reconstruction_method
1786983051.776,0.0,0.917,0.850,0.820,0.4925,0.0009,9.73,0.09023,0.191,0.400,0.000,-0.3245,-0.3417,TRACKING,L+C+R_fused
1786983051.889,0.0,0.918,0.851,0.756,0.4942,-0.0013,8.31,0.00409,0.200,0.400,0.000,-0.2886,-0.3055,TRACKING,L+C+R_fused
1786983051.920,0.0,0.916,0.850,0.745,0.4890,0.0002,9.07,0.04995,0.195,0.400,0.000,-0.3041,-0.3211,TRACKING,L+C+R_fused
1786983051.968,0.0,0.918,0.850,0.929,0.4922,-0.0039,7.63,-0.02384,0.198,0.400,0.000,-0.3025,-0.3199,TRACKING,L+C+R_fused
1786983052.007,0.0,0.918,0.850,0.926,0.4910,-0.0036,8.22,0.01679,0.198,0.400,0.000,-0.3086,-0.3263,TRACKING,L+C+R_fused
1786983052.046,0.0,0.917,0.850,0.925,0.4939,0.0013,9.49,0.07113,0.193,0.400,0.000,-0.3095,-0.3264,TRACKING,L+C+R_fused
1786983052.091,0.0,0.917,0.850,0.924,0.4906,-0.0037,7.93,-0.00187,0.200,0.400,0.000,-0.2996,-0.3171,TRACKING,L+C+R_fused
1786983052.126,0.0,0.918,0.850,0.925,0.4919,-0.0011,8.99,0.05878,0.194,0.400,0.000,-0.3153,-0.3325,TRACKING,L+C+R_fused
1786983052.160,0.0,0.918,0.850,0.926,0.4922,0.0012,9.56,0.07705,0.192,0.400,0.000,-0.3138,-0.3308,TRACKING,L+C+R_fused
1786983052.206,0.0,0.915,0.849,0.926,0.4879,-0.0028,8.80,0.05766,0.194,0.400,0.000,-0.3252,-0.3429,TRACKING,L+C+R_fused
1786983052.245,0.0,0.918,0.850,0.925,0.4889,-0.0014,9.20,0.07797,0.192,0.400,0.000,-0.3285,-0.3460,TRACKING,L+C+R_fused
1786983052.287,0.0,0.918,0.850,0.927,0.4884,-0.0022,8.08,-0.00474,0.200,0.400,0.000,-0.2910,-0.3081,TRACKING,L+C+R_fused
1786983052.324,0.0,0.918,0.849,0.927,0.4922,0.0020,10.25,0.12596,0.187,0.400,0.000,-0.3365,-0.3536,TRACKING,L+C+R_fused
1786983052.356,0.0,0.918,0.849,0.927,0.4920,-0.0096,5.99,-0.09436,0.191,0.400,0.000,-0.3391,-0.3571,TRACKING,L+C+R_fused
1786983052.388,0.0,0.918,0.849,0.928,0.4918,-0.0006,9.38,0.08208,0.192,0.400,0.000,-0.3269,-0.3442,TRACKING,L+C+R_fused
1786983052.418,0.0,0.918,0.849,0.929,0.4930,-0.0070,7.06,-0.03853,0.196,0.400,0.000,-0.3204,-0.3384,TRACKING,L+C+R_fused
1786983052.454,0.0,0.917,0.849,0.930,0.4896,0.0014,9.00,0.03371,0.197,0.400,0.000,-0.2885,-0.3051,TRACKING,L+C+R_fused
1786983052.485,0.0,0.918,0.849,0.930,0.4907,-0.0000,9.08,0.05469,0.195,0.400,0.000,-0.3071,-0.3241,TRACKING,L+C+R_fused
1786983052.516,0.0,0.918,0.849,0.930,0.4903,0.0008,10.01,0.11695,0.188,0.400,0.000,-0.3389,-0.3562,TRACKING,L+C+R_fused
1786983052.560,0.0,0.918,0.848,0.930,0.4906,-0.0061,6.77,-0.06969,0.193,0.400,0.000,-0.3168,-0.3343,TRACKING,L+C+R_fused
1786983052.610,0.0,0.918,0.848,0.930,0.4926,-0.0065,6.77,-0.06434,0.194,0.400,0.000,-0.3188,-0.3365,TRACKING,L+C+R_fused
1786983052.646,0.0,0.918,0.849,0.930,0.4923,-0.0046,8.09,0.02262,0.198,0.400,0.000,-0.3150,-0.3327,TRACKING,L+C+R_fused
1786983052.681,0.0,0.919,0.849,0.930,0.4932,0.0013,9.98,0.11393,0.189,0.400,0.000,-0.3323,-0.3494,TRACKING,L+C+R_fused
1786983052.713,23.5,0.920,0.849,0.931,0.4926,0.0013,10.01,0.11315,0.189,0.400,0.000,-0.3336,-0.3508,TRACKING,L+C+R_fused
1786983052.746,23.5,0.915,0.850,0.924,0.4855,0.0003,9.25,0.06229,0.194,0.400,0.000,-0.3102,-0.3273,TRACKING,L+C+R_fused
1786983052.788,23.5,0.916,0.850,0.922,0.4888,0.0006,8.73,0.01575,0.198,0.400,0.000,-0.2855,-0.3023,TRACKING,L+C+R_fused
1786983052.825,23.5,0.917,0.849,0.920,0.4914,-0.0004,9.40,0.08262,0.192,0.400,0.000,-0.3249,-0.3422,TRACKING,L+C+R_fused
1786983052.862,23.5,0.916,0.849,0.921,0.4880,-0.0001,9.40,0.07773,0.192,0.400,0.000,-0.3223,-0.3396,TRACKING,L+C+R_fused
1786983052.901,23.5,0.917,0.849,0.923,0.4913,-0.0024,7.64,-0.03665,0.196,0.400,0.000,-0.2935,-0.3104,TRACKING,L+C+R_fused
1786983052.946,23.5,0.917,0.849,0.923,0.4890,-0.0039,7.55,-0.03415,0.197,0.400,0.000,-0.3039,-0.3213,TRACKING,L+C+R_fused
1786983052.981,23.5,0.916,0.849,0.922,0.4886,-0.0044,8.09,0.01724,0.198,0.400,0.000,-0.3122,-0.3300,TRACKING,L+C+R_fused
1786983053.022,23.5,0.918,0.849,0.923,0.4903,-0.0006,9.12,0.05863,0.194,0.400,0.000,-0.3147,-0.3320,TRACKING,L+C+R_fused
