timestamp,fps,left_conf,center_conf,right_conf,lane_width_m,lateral_error_m,heading_error_deg,curvature,lookahead_m,target_speed,actual_speed,steer_raw,steer_filtered,tracking_state,reconstruction_method
1786984385.354,0.0,0.907,0.787,0.814,0.4934,-0.0041,7.46,-0.03957,0.196,0.400,0.000,-0.3059,-0.3234,TRACKING,L+C+R_fused
1786984385.446,0.0,0.909,0.788,0.753,0.4929,-0.0042,7.47,-0.03609,0.196,0.400,0.000,-0.3053,-0.3227,TRACKING,L+C+R_fused
1786984385.463,0.0,0.909,0.787,0.743,0.4917,-0.0040,7.61,-0.02730,0.197,0.400,0.000,-0.3036,-0.3210,TRACKING,L+C+R_fused
1786984385.482,0.0,0.908,0.788,0.919,0.4922,-0.0042,7.46,-0.03681,0.196,0.400,0.000,-0.3054,-0.3228,TRACKING,L+C+R_fused
1786984385.502,0.0,0.908,0.788,0.916,0.4923,-0.0042,7.48,-0.03700,0.196,0.400,0.000,-0.3060,-0.3234,TRACKING,L+C+R_fused
1786984385.525,0.0,0.908,0.788,0.915,0.4928,-0.0042,7.43,-0.04023,0.196,0.400,0.000,-0.3063,-0.3237,TRACKING,L+C+R_fused
1786984385.554,0.0,0.908,0.788,0.915,0.4920,-0.0042,7.44,-0.03859,0.196,0.400,0.000,-0.3054,-0.3228,TRACKING,L+C+R_fused
1786984385.570,0.0,0.908,0.789,0.915,0.4911,-0.0041,7.48,-0.03529,0.196,0.400,0.000,-0.3049,-0.3223,TRACKING,L+C+R_fused
1786984385.591,0.0,0.909,0.788,0.919,0.4909,-0.0042,7.43,-0.03849,0.196,0.400,0.000,-0.3055,-0.3229,TRACKING,L+C+R_fused
1786984385.605,0.0,0.909,0.788,0.916,0.4909,-0.0042,7.44,-0.03759,0.196,0.400,0.000,-0.3054,-0.3228,TRACKING,L+C+R_fused
1786984385.634,0.0,0.910,0.788,0.916,0.4903,-0.0042,7.45,-0.03618,0.196,0.400,0.000,-0.3050,-0.3224,TRACKING,L+C+R_fused
1786984385.650,0.0,0.909,0.788,0.917,0.4898,-0.0042,7.45,-0.03620,0.196,0.400,0.000,-0.3051,-0.3225,TRACKING,L+C+R_fused
1786984385.670,0.0,0.909,0.786,0.920,0.4924,-0.0042,7.45,-0.03958,0.196,0.400,0.000,-0.3062,-0.3237,TRACKING,L+C+R_fused
1786984385.687,0.0,0.909,0.787,0.920,0.4922,-0.0041,7.50,-0.03553,0.196,0.400,0.000,-0.3052,-0.3226,TRACKING,L+C+R_fused
