timestamp,fps,left_conf,center_conf,right_conf,lane_width_m,lateral_error_m,heading_error_deg,curvature,lookahead_m,target_speed,actual_speed,steer_raw,steer_filtered,tracking_state,reconstruction_method
1787290676.947,0.5,0.000,0.642,0.673,0.6000,-0.0203,-0.59,-0.00099,0.250,0.427,0.000,-0.1407,-0.1474,TRACKING,R+C
1787290677.022,0.5,0.000,0.642,0.666,0.6000,-0.0203,-0.59,-0.00088,0.250,0.542,0.000,-0.1407,-0.1474,TRACKING,R+C
1787290677.132,0.5,0.000,0.642,0.660,0.6000,-0.0204,-0.61,-0.00250,0.249,0.632,0.000,-0.1411,-0.1479,TRACKING,R+C
1787290677.228,0.5,0.000,0.644,0.651,0.6000,-0.0176,-0.71,-0.02114,0.245,0.702,0.000,-0.1239,-0.1297,TRACKING,R+C
1787290677.315,0.5,0.646,0.646,0.660,0.0157,-0.0063,1.30,0.06936,0.235,0.757,0.000,-0.0868,-0.0902,TRACKING,L+C+R_fused
1787290677.385,0.5,0.000,0.645,0.659,0.0157,0.0001,1.43,0.08180,0.232,0.799,0.000,-0.0329,-0.0339,TRACKING,R+C
1787290677.465,0.5,0.000,0.644,0.563,0.0157,0.0065,0.90,0.05756,0.237,0.832,0.000,0.0382,0.0400,TRACKING,R+C
1787290677.534,0.5,0.000,0.657,0.449,0.0157,0.0153,0.69,0.06607,0.235,0.858,0.000,0.1272,0.1328,TRACKING,R+C
1787290677.600,0.5,0.000,0.662,0.399,0.0157,0.0243,-0.16,0.01264,0.247,0.878,0.000,0.2026,0.2122,TRACKING,R+C
1787290677.678,0.5,0.258,0.660,0.446,0.4547,0.0245,-3.87,-0.19290,0.208,0.894,0.000,0.3795,0.3920,TRACKING,L+C+R_fused
1787290677.749,0.5,0.000,0.659,0.398,0.4547,0.0342,-4.53,-0.26388,0.192,0.906,0.000,0.5673,0.5834,TRACKING,R+C
1787290677.843,0.5,0.645,0.655,0.348,0.1670,0.0428,-6.21,-0.47203,0.160,0.839,0.000,0.9073,0.9262,TRACKING,L+C+R_fused
1787290677.926,0.5,0.686,0.651,0.638,0.4070,0.0523,-4.71,-0.38038,0.166,0.791,0.000,0.9357,0.9572,TRACKING,L+C+R_fused
1787290677.995,12.4,0.000,0.650,0.286,0.4070,0.0563,-1.84,-0.22030,0.202,0.758,0.000,0.6638,0.6846,TRACKING,R+C
1787290678.070,12.4,0.000,0.645,0.267,0.4070,0.0514,-0.66,-0.16088,0.215,0.734,0.000,0.5209,0.5389,TRACKING,R+C
1787290678.118,12.4,0.000,0.732,0.000,0.4070,0.0410,0.16,-0.11690,0.224,0.718,0.000,0.3556,0.3690,TRACKING,CENTER_LOCKED
