timestamp,e_lat_px,e_psi_deg,kappa,steer,throttle
1786089448.940907,46.9794735642,35.124254871864785,0.002998941574,0.9999965123395305,0.25
1786089449.0190623,40.2261665443,28.568080893682453,0.00234690260293,0.9999989537018591,0.25
1786089449.0985758,53.341753204,35.571124203026265,0.00299521864336,0.9999996861105577,0.25
1786089449.1813817,49.3442216412,34.54656566429993,0.00288978789358,0.9999999058331672,0.25
1786089449.2684484,41.2779389475,31.864535076112986,0.00252632537999,0.9999999717499501,0.25
1786089449.3764822,36.2574688855,29.97052170308258,0.00225464229168,0.999999991524985,0.25
1786089449.4554386,20.1076264605,18.210181709136418,0.00112332871911,0.7971315945541513,0.25
1786089449.5497096,26.8050996914,19.3590941487946,0.001007866606,0.7662000694325347,0.25
1786089449.6341667,17.4992286939,12.890448505026361,0.000395957677845,0.5686291820275677,0.25
1786089449.7177641,8.99991993171,12.284599567535501,0.0006666919928,0.4965753036488265,0.25
1786089449.8020067,1.08454093477,3.213663006819447,-0.00013858347673,0.2193343129371919,0.25
1786089449.8890116,11.8207069761,7.836385025978538,-5.7368199888e-05,0.2604172927848427,0.25
1786089449.970527,13.3824823253,6.570256534613129,-0.000134967395591,0.24175836616871277,0.25
1786089450.051186,6.94726651686,-1.709510371980266,-0.000777692718355,0.0077343669128292075,0.25
1786089450.1361704,7.42200474978,-2.901619176832955,-0.000837808042305,-0.09228758510438106,0.25
1786089450.2149148,4.44955149891,-6.394657583842596,-0.00100591484768,-0.2145602671120327,0.25
1786089450.3021116,16.1663190847,0.08681277955950166,-0.000570178887203,-0.06728235250519207,0.25
1786089450.3869548,17.8183345312,4.549292855312455,-3.81134410161e-05,0.10577232147196436,0.25
1786089450.4658923,28.0095295311,11.652976625204438,0.00047194166048,0.35751726274972734,0.25
1786089450.5438044,26.9964567733,6.257140743965593,0.000128103503388,0.2912115295712947,0.25
1786089450.6215305,30.1041075059,14.381845873273155,0.000902065626038,0.49773302757950166,0.25
1786089450.6998758,32.9788304573,13.301675094688502,0.000819872563268,0.5344279845716698,0.25
1786089450.778121,30.5027233079,8.18347256400507,0.0004730412626,0.40820365758906,0.25
1786089450.8593702,34.5592842763,13.623065859713607,0.00101809343116,0.5254408577081726,0.25
1786089450.939976,31.6639552281,7.725897615581798,0.000423934508735,0.39412648989574606,0.25
1786089451.0179214,39.4512196233,15.455583485420378,0.00125428794622,0.5799471675371544,0.25
1786089451.0984108,48.1922987183,25.84020805781023,0.00193355243276,0.8739841502611463,0.25
1786089451.178851,56.9799295527,28.060022924658742,0.00187579309812,0.9621952450783438,0.25
1786089451.2630203,57.1715722395,25.142223659782395,0.00152536566001,0.9886585735235031,0.25
1786089451.3399806,51.1296289808,21.227904131512048,0.000861102950008,0.8902211132149969,0.25
1786089451.420084,41.6379264371,20.590747394329398,0.000862399626069,0.834477727325476,0.25
1786089451.5002294,41.7716724339,19.130917493077394,0.000747730262215,0.778950318594463,0.25
1786089451.5782642,49.5579798889,27.01814916389191,0.00137213976522,0.9336850955783389,0.25
1786089451.658113,49.2149820297,28.27302595754563,0.00147863348584,0.9801055286735016,0.25
1786089451.733431,53.5710685281,32.22326100775401,0.00185936984082,0.9940316586020504,0.25
1786089451.8154445,54.4166612692,31.74703541663651,0.00175607194376,0.9982094975806151,0.25
1786089451.906725,53.7566321068,32.72529381668681,0.00194892817412,0.9994628492741844,0.25
1786089451.9854076,56.0579248519,34.68274653156032,0.00196021342337,0.9998388547822552,0.25
1786089452.079788,56.340728255,35.84859278425893,0.00226098990986,0.9999516564346764,0.25
1786089452.1756148,59.6855131029,40.377225967840566,0.00271376963159,0.999985496930403,0.25
1786089452.257796,49.0524512957,38.15592865992498,0.00252364248767,0.9999956490791209,0.25
1786089452.3345942,37.5829575399,33.10730594412619,0.00200799984916,0.9999986947237363,0.25
1786089452.4194944,33.7989388244,30.80158203554567,0.00175807386111,0.9999996084171208,0.25
1786089452.502343,24.6295940859,29.821932975160554,0.0016514410893,0.9999998825251362,0.25
1786089452.5981092,16.5171466692,27.41000667005438,0.00138902127232,0.9999999647575408,0.25
1786089452.684236,10.6085075129,26.293026110872017,0.00129193774545,0.9815065579470102,0.25
1786089452.7717767,14.508511504,29.82451242531627,0.0015061330254,0.994451967384103,0.25
1786089452.8573587,4.35357018829,24.43121728394804,0.0011203000291,0.9215424350546364,0.25
1786089452.9477453,-5.93738430711,18.56994576098897,0.000681430203695,0.7317651478595755,0.25
1786089453.0322983,-11.3426365126,15.5116249951961,0.000498937881719,0.5891635183421394,0.25
1786089453.1320527,-19.6365447186,10.411161809744353,0.000155379633245,0.4026989276773154,0.25
1786089453.2246976,-28.3084195308,7.431973018851819,3.86116959488e-05,0.26182057699632133,0.25
1786089453.309964,-39.1788634107,0.40676812689121444,-0.000394753803715,0.024029493502308097,0.25
1786089453.4021683,-30.015919755,6.208367182207641,-5.7786987951e-05,0.1134918610121342,0.25
1786089453.498997,-24.9704776626,10.989400268578551,0.00030749481724,0.2735816565412604,0.25
1786089453.587834,-19.4181814531,12.240182175468167,0.000331521237286,0.3584991771054844,0.25
1786089453.6773086,-15.885738898,15.893311514074544,0.000701428129435,0.4892837418098778,0.25
1786089453.761545,-15.5113400927,17.303879768715568,0.000852976999059,0.5683621303251072,0.25
1786089453.8534048,-16.5827849125,14.615352354579672,0.000703455249431,0.5216717441799656,0.25
1786089453.9376798,-1.77206292533,24.618880252787502,0.00136287168748,0.7870777824295199,0.25
1786089454.0287113,5.45859615128,29.86814002960154,0.0018646556188,0.9361233347288559,0.25
1786089454.1142073,3.82594782872,32.31705908452242,0.00228673159618,0.9808370004186567,0.25
1786089454.2102041,6.56183512866,34.91610568014556,0.00273603586135,0.9942511001255969,0.25
1786089454.3007317,-9.2094480104,25.79989436729764,0.00196330112837,0.9730736492009362,0.25
1786089454.3904839,-22.0722584908,14.351502289689353,0.000990635306925,0.6426024133254747,0.25
1786089454.475601,-25.2406814188,13.831307870722625,0.000911474494269,0.5241291890262828,0.25
1786089454.560687,-18.5754607454,13.582544933974486,0.000802442675973,0.4861383179681211,0.25
1786089454.6428344,-20.5317800428,11.59424957723624,0.000793854700092,0.42562720069156507,0.25
1786089454.7253375,-16.9691551602,12.013783529350487,0.00073712108805,0.4191227018397784,0.25
1786089454.8086672,-12.6030041519,14.171278454453743,0.000862401690982,0.47812146135292144,0.25
1786089454.904145,-8.62294434286,16.12662715762929,0.000920925127384,0.5487359483564048,0.25
1786089454.987569,-2.04345853463,22.0760404323912,0.00148044553469,0.7405570838308011,0.25
1786089455.071041,-0.891943903442,22.374334148956617,0.00148316318663,0.8065651267793348,0.25
1786089455.1618032,-0.221153102036,24.33426651148652,0.00170028921499,0.8821711600788331,0.25
1786089455.25425,2.99883479444,28.819785439166345,0.00213593733197,0.9646513480236498,0.25
1786089455.34014,8.08873491856,31.523677019152533,0.00236685972814,0.989395404407095,0.25
1786089455.4226527,15.4617501943,35.81648370880747,0.0028033447389,0.9968186213221284,0.25
1786089455.5076246,19.6549680105,36.39423351425185,0.00292776545026,0.9990455863966385,0.25
1786089455.5894668,19.7763381907,31.349939308493752,0.00232225193519,0.9997136759189915,0.25
1786089455.6720202,18.9773502394,31.629169216497914,0.00243196667856,0.9999141027756975,0.25
1786089455.7763968,12.1418518005,26.787556147438274,0.00197096578742,0.9999742308327092,0.25
1786089455.857495,6.0750557984,25.44629514744686,0.00212258614662,0.9917154368978969,0.25
1786089455.949551,-1.24210372278,18.302559542636505,0.00152436029934,0.7882416182191292,0.25
1786089456.0327847,18.0153346261,36.17015633540844,0.00331124765188,0.9364724854657387,0.25
1786089456.1259305,18.9886560636,33.02368459581438,0.00293102152634,0.9809417456397216,0.25
1786089456.209354,22.8358942046,37.73775533408886,0.00345002275741,0.9942825236919164,0.25
1786089456.3028712,20.0908050977,38.63866439723574,0.00350350288445,0.9982847571075748,0.25
1786089456.385337,21.0557444141,42.6989333125056,0.00393114998871,0.9994854271322724,0.25
1786089456.4705632,15.9805403378,39.87716417806547,0.00351369384244,0.9998456281396817,0.25
1786089456.5565624,15.3852785936,39.719614709177684,0.00323795843328,0.9999536884419045,0.25
1786089456.651011,5.11581923352,34.32425960426903,0.00257921023146,0.9999861065325713,0.25
1786089456.7439964,-2.5211883357,31.83475081553807,0.00214549076236,0.9999958319597713,0.25
1786089456.8297875,-13.8632697233,18.09240150520532,0.000717909793047,0.7361825953610033,0.25
1786089456.9325705,-11.3890500778,18.260493810531663,0.000558139664087,0.6571051629103524,0.25
1786089457.0286,-15.4383361892,15.626585114157457,0.000249187889894,0.5538377252916045,0.25
1786089457.115386,-18.1598544292,14.973951366718056,0.000315644835772,0.5071984128291624,0.25
1786089457.2038627,-8.93836707543,24.94570586781689,0.00104876276674,0.7683216092477928,0.25
1786089457.2921438,-6.33555970564,26.26326583032676,0.000963812655895,0.8769027408995174,0.25
1786089457.3803215,-7.24704474714,27.86475735018646,0.00124473904822,0.9577517484868183,0.25
1786089457.4738562,-16.5253137235,22.20973742550544,0.000796989862962,0.8197592648671346,0.25
1786089457.5591242,-25.4609203254,17.146473606209128,0.000936312366406,0.6554269128042238,0.25
1786089457.6567903,-20.4485575655,20.327482319455573,0.00124048168807,0.6993758466073634,0.25
1786089457.7495613,-15.2243112755,26.211950478635618,0.00178548605019,0.8794096661576792,0.25
1786089457.8360763,-19.2428520892,25.934464511434488,0.0018870908283,0.9264429313779775,0.25
1786089457.9230242,-27.2709403506,18.290851043164512,0.00125242359449,0.7254643698163403,0.25
1786089458.0094397,-19.3355938129,21.880184628736963,0.00152048710953,0.7699109651493937,0.25
1786089458.0986795,-11.6478991263,27.723981690936746,0.00207569285439,0.9309732895448181,0.25
1786089458.1866512,-9.9125225037,29.40075753028789,0.00225452431341,0.9792919868634453,0.25
1786089458.2737997,-9.11237639786,29.53232286024045,0.00236567587775,0.9937875960590336,0.25
1786089458.3583324,-9.78764800311,31.72037992635236,0.00254721476135,0.9981362788177099,0.25
1786089458.4514565,-21.9000342241,25.06818030097242,0.00221066660031,0.9524350369608314,0.25
1786089458.542913,-15.2233544606,27.375486611184566,0.00235215424826,0.9857305110882494,0.25
1786089458.623989,-17.7172438368,29.270386924694268,0.00272606383103,0.9957191533264748,0.25
1786089458.7079244,-17.1989358652,29.480908241887025,0.00283944904868,0.9987157459979423,0.25
1786089458.8018706,-14.5924201192,29.010173299817282,0.00289089642814,0.9996147237993827,0.25
1786089458.882033,-15.1828042246,25.22046854481084,0.00266214025875,0.9837093442198759,0.25
1786089458.9665067,-17.9509062521,20.21070047831311,0.00223715794228,0.8406434750739666,0.25
1786089459.0480282,-8.55422341012,20.974163887321783,0.00235004926727,0.8316460852866482,0.25
1786089459.1348476,0.951093043183,23.02213848510686,0.00256085220002,0.8971326019553759,0.25
1786089459.2191,10.2527560343,26.525076148019135,0.00283028224925,0.9691397805866127,0.25
1786089459.3098278,15.1059835597,28.514326979647286,0.00299596453365,0.9907419341759838,0.25
1786089459.4018111,17.1174881385,26.888066835143423,0.00287344692185,0.9972225802527951,0.25
1786089459.4850283,19.4676446591,27.14067848828952,0.00294186860192,0.9991667740758385,0.25
1786089459.56857,8.97362208178,18.41957092717176,0.00233361615199,0.8399860741981333,0.25
1786089459.658992,-6.05745475512,3.9398677634767396,0.00154913096442,0.4028566745757942,0.25
1786089459.7433112,-11.4449580644,-0.7553160530627068,0.00130965112871,0.14545796417528123,0.25
1786089459.824759,-6.52238727652,2.3692884078518333,0.00143509019572,0.15242433767774494,0.25
1786089459.9081655,-6.69418503644,1.7472560857391928,0.00140003023423,0.1382966457563494,0.25
1786089459.9957223,-4.124534063,4.797118810842794,0.00157827791287,0.21592184998916295,0.25
1786089460.0777426,-0.209600594372,13.979182466724643,0.00214639798646,0.482386023045283,0.25
1786089460.1597779,2.4464335015,15.2726547556647,0.00221767654782,0.598736621583347,0.25
1786089460.2449193,0.233403605367,12.114676327205206,0.00200322452657,0.5481601490887315,0.25
1786089460.3243365,-2.60353581897,11.362220898367685,0.00196865419306,0.5105434827770138,0.25
1786089460.420653,-1.5582618419,12.120807823357303,0.00199249988211,0.5192325829336107,0.25
1786089460.5044546,14.5348734086,21.620377676939956,0.0025569993563,0.7868802307879758,0.25
