timestamp,fps,left_conf,center_conf,right_conf,lane_width_m,lateral_error_m,heading_error_deg,curvature,lookahead_m,target_speed,actual_speed,steer_raw,steer_filtered,tracking_state,reconstruction_method
1786981445.475,0.0,0.888,0.957,0.948,0.4392,-0.0179,1.17,-0.79806,0.150,0.180,0.000,-0.4915,-0.4312,TRACKING,L+C+R_fused
1786981445.539,0.0,0.889,0.957,0.948,0.4391,-0.0179,1.22,-0.78700,0.150,0.180,0.000,-0.4916,-0.4922,TRACKING,L+C+R_fused
1786981445.563,0.0,0.890,0.959,0.948,0.4356,-0.0176,2.10,-0.63606,0.150,0.180,0.000,-0.4966,-0.5053,TRACKING,L+C+R_fused
1786981445.573,0.0,0.885,0.959,0.948,0.4344,-0.0177,1.76,-0.69672,0.150,0.180,0.000,-0.4948,-0.5061,TRACKING,L+C+R_fused
1786981445.599,0.0,0.886,0.959,0.948,0.4344,-0.0177,1.91,-0.67375,0.150,0.180,0.000,-0.4958,-0.5069,TRACKING,L+C+R_fused
1786981445.616,0.0,0.884,0.958,0.947,0.4379,-0.0176,1.56,-0.77414,0.150,0.180,0.000,-0.4977,-0.5092,TRACKING,L+C+R_fused
1786981445.636,0.0,0.883,0.958,0.947,0.4359,-0.0176,1.56,-0.77414,0.150,0.180,0.000,-0.4977,-0.5095,TRACKING,L+C+R_fused
1786981445.653,0.0,0.883,0.958,0.947,0.4384,-0.0175,1.98,-0.64933,0.150,0.180,0.000,-0.4920,-0.5039,TRACKING,L+C+R_fused
1786981445.670,0.0,0.882,0.958,0.947,0.4327,-0.0175,1.84,-0.68559,0.150,0.180,0.000,-0.4932,-0.5045,TRACKING,L+C+R_fused
1786981445.690,0.0,0.883,0.958,0.947,0.4394,-0.0175,1.84,-0.68559,0.150,0.180,0.000,-0.4932,-0.5045,TRACKING,L+C+R_fused
1786981445.711,0.0,0.878,0.958,0.947,0.4296,-0.0176,1.55,-0.78189,0.150,0.180,0.000,-0.4983,-0.5094,TRACKING,L+C+R_fused
1786981445.732,0.0,0.884,0.958,0.947,0.4381,-0.0176,1.55,-0.78189,0.150,0.180,0.000,-0.4983,-0.5100,TRACKING,L+C+R_fused
1786981445.752,0.0,0.883,0.958,0.947,0.4381,-0.0176,1.50,-0.79420,0.150,0.180,0.000,-0.4987,-0.5106,TRACKING,L+C+R_fused
1786981445.774,0.0,0.880,0.958,0.947,0.4342,-0.0176,1.50,-0.79420,0.150,0.180,0.000,-0.4987,-0.5106,TRACKING,L+C+R_fused
1786981445.795,0.0,0.884,0.958,0.947,0.4363,-0.0176,1.50,-0.79420,0.150,0.180,0.000,-0.4987,-0.5107,TRACKING,L+C+R_fused
1786981445.816,0.0,0.882,0.958,0.947,0.4372,-0.0176,1.50,-0.79420,0.150,0.180,0.000,-0.4987,-0.5107,TRACKING,L+C+R_fused
1786981445.833,0.0,0.884,0.958,0.947,0.4358,-0.0176,1.50,-0.79420,0.150,0.180,0.000,-0.4987,-0.5107,TRACKING,L+C+R_fused
1786981445.850,0.0,0.884,0.958,0.945,0.4366,-0.0176,1.50,-0.79420,0.150,0.180,0.000,-0.4987,-0.5107,TRACKING,L+C+R_fused
1786981445.877,0.0,0.882,0.958,0.945,0.4376,-0.0177,1.35,-0.83579,0.150,0.180,0.000,-0.5004,-0.5123,TRACKING,L+C+R_fused
1786981445.897,0.0,0.885,0.958,0.944,0.4375,-0.0177,1.35,-0.83579,0.150,0.180,0.000,-0.5004,-0.5125,TRACKING,L+C+R_fused
1786981445.918,0.0,0.890,0.958,0.945,0.4371,-0.0178,1.13,-0.90135,0.150,0.180,0.000,-0.5031,-0.5152,TRACKING,L+C+R_fused
1786981445.939,0.0,0.893,0.958,0.945,0.4360,-0.0178,1.13,-0.90135,0.150,0.180,0.000,-0.5031,-0.5155,TRACKING,L+C+R_fused
1786981445.959,22.7,0.890,0.958,0.945,0.4383,-0.0178,1.13,-0.90135,0.150,0.180,0.000,-0.5031,-0.5156,TRACKING,L+C+R_fused
1786981445.981,22.7,0.892,0.958,0.945,0.4343,-0.0178,1.13,-0.90135,0.150,0.180,0.000,-0.5031,-0.5156,TRACKING,L+C+R_fused
1786981446.005,22.7,0.890,0.958,0.944,0.4339,-0.0178,1.13,-0.90135,0.150,0.180,0.000,-0.5031,-0.5156,TRACKING,L+C+R_fused
1786981446.031,22.7,0.891,0.958,0.943,0.4348,-0.0178,1.13,-0.90135,0.150,0.180,0.000,-0.5031,-0.5156,TRACKING,L+C+R_fused
1786981446.058,22.7,0.887,0.958,0.945,0.4346,-0.0178,1.13,-0.90135,0.150,0.180,0.000,-0.5031,-0.5156,TRACKING,L+C+R_fused
1786981446.073,22.7,0.891,0.958,0.945,0.4373,-0.0178,1.13,-0.90135,0.150,0.180,0.000,-0.5031,-0.5156,TRACKING,L+C+R_fused
1786981446.093,22.7,0.887,0.958,0.946,0.4405,-0.0178,1.13,-0.90135,0.150,0.180,0.000,-0.5031,-0.5156,TRACKING,L+C+R_fused
1786981446.120,22.7,0.889,0.958,0.946,0.4375,-0.0178,1.13,-0.90135,0.150,0.180,0.000,-0.5031,-0.5156,TRACKING,L+C+R_fused
1786981446.146,22.7,0.891,0.958,0.946,0.4368,-0.0178,1.13,-0.90135,0.150,0.180,0.000,-0.5031,-0.5156,TRACKING,L+C+R_fused
1786981446.162,22.7,0.887,0.958,0.946,0.4317,-0.0178,1.13,-0.90135,0.150,0.180,0.000,-0.5031,-0.5156,TRACKING,L+C+R_fused
1786981446.178,22.7,0.889,0.958,0.946,0.4374,-0.0178,1.13,-0.90135,0.150,0.180,0.000,-0.5031,-0.5156,TRACKING,L+C+R_fused
1786981446.195,22.7,0.887,0.958,0.946,0.4314,-0.0177,1.35,-0.83579,0.150,0.180,0.000,-0.5004,-0.5129,TRACKING,L+C+R_fused
1786981446.219,22.7,0.887,0.958,0.946,0.4308,-0.0177,1.35,-0.83579,0.150,0.180,0.000,-0.5004,-0.5126,TRACKING,L+C+R_fused
1786981446.241,22.7,0.889,0.958,0.946,0.4362,-0.0177,1.35,-0.83579,0.150,0.180,0.000,-0.5004,-0.5125,TRACKING,L+C+R_fused
1786981446.269,22.7,0.888,0.959,0.946,0.4408,-0.0176,1.65,-0.78584,0.150,0.180,0.000,-0.5021,-0.5138,TRACKING,L+C+R_fused
1786981446.294,22.7,0.888,0.958,0.946,0.4361,-0.0176,1.78,-0.75298,0.150,0.180,0.000,-0.5023,-0.5141,TRACKING,L+C+R_fused
1786981446.311,22.7,0.890,0.958,0.946,0.4362,-0.0176,1.78,-0.75298,0.150,0.180,0.000,-0.5023,-0.5141,TRACKING,L+C+R_fused
1786981446.333,22.7,0.891,0.958,0.946,0.4374,-0.0176,1.78,-0.75298,0.150,0.180,0.000,-0.5023,-0.5141,TRACKING,L+C+R_fused
