timestamp,fps,left_conf,center_conf,right_conf,lane_width_m,lateral_error_m,heading_error_deg,curvature,lookahead_m,target_speed,actual_speed,steer_raw,steer_filtered,tracking_state,reconstruction_method
1786985676.443,0.0,0.908,0.787,0.814,0.4927,-0.0041,7.45,-0.04096,0.196,0.180,0.000,-0.3063,-0.2732,TRACKING,L+C+R_fused
1786985676.535,0.0,0.909,0.788,0.753,0.4924,-0.0042,7.46,-0.03704,0.196,0.180,0.000,-0.3055,-0.3094,TRACKING,L+C+R_fused
1786985676.552,0.0,0.909,0.787,0.743,0.4912,-0.0040,7.60,-0.02815,0.197,0.180,0.000,-0.3038,-0.3136,TRACKING,L+C+R_fused
1786985676.566,0.0,0.909,0.787,0.919,0.4918,-0.0042,7.45,-0.03775,0.196,0.180,0.000,-0.3056,-0.3158,TRACKING,L+C+R_fused
1786985676.587,0.0,0.909,0.788,0.916,0.4919,-0.0042,7.48,-0.03653,0.196,0.180,0.000,-0.3059,-0.3163,TRACKING,L+C+R_fused
1786985676.602,0.0,0.909,0.787,0.913,0.4923,-0.0042,7.43,-0.03976,0.196,0.180,0.000,-0.3062,-0.3167,TRACKING,L+C+R_fused
1786985676.632,0.0,0.909,0.787,0.914,0.4916,-0.0042,7.43,-0.03954,0.196,0.180,0.000,-0.3056,-0.3162,TRACKING,L+C+R_fused
1786985676.649,0.0,0.909,0.789,0.915,0.4906,-0.0041,7.47,-0.03620,0.196,0.180,0.000,-0.3051,-0.3157,TRACKING,L+C+R_fused
1786985676.669,0.0,0.910,0.788,0.919,0.4904,-0.0042,7.42,-0.03940,0.196,0.180,0.000,-0.3057,-0.3162,TRACKING,L+C+R_fused
1786985676.684,0.0,0.910,0.787,0.916,0.4905,-0.0042,7.43,-0.03848,0.196,0.180,0.000,-0.3056,-0.3161,TRACKING,L+C+R_fused
1786985676.708,0.0,0.911,0.788,0.916,0.4898,-0.0042,7.44,-0.03695,0.196,0.180,0.000,-0.3052,-0.3158,TRACKING,L+C+R_fused
1786985676.723,0.0,0.910,0.788,0.919,0.4893,-0.0042,7.44,-0.03697,0.196,0.180,0.000,-0.3053,-0.3158,TRACKING,L+C+R_fused
1786985676.739,0.0,0.909,0.786,0.916,0.4919,-0.0042,7.43,-0.04172,0.196,0.180,0.000,-0.3068,-0.3171,TRACKING,L+C+R_fused
1786985676.754,0.0,0.910,0.786,0.916,0.4918,-0.0041,7.48,-0.03756,0.196,0.180,0.000,-0.3057,-0.3163,TRACKING,L+C+R_fused
1786985676.769,0.0,0.910,0.786,0.916,0.4918,-0.0041,7.48,-0.03737,0.196,0.180,0.000,-0.3056,-0.3162,TRACKING,L+C+R_fused
1786985676.786,0.0,0.911,0.786,0.917,0.4908,-0.0042,7.43,-0.04039,0.196,0.180,0.000,-0.3066,-0.3170,TRACKING,L+C+R_fused
1786985676.809,0.0,0.910,0.786,0.927,0.4901,-0.0041,7.45,-0.03935,0.196,0.180,0.000,-0.3058,-0.3164,TRACKING,L+C+R_fused
1786985676.826,0.0,0.910,0.786,0.927,0.4901,-0.0041,7.48,-0.03799,0.196,0.180,0.000,-0.3054,-0.3160,TRACKING,L+C+R_fused
1786985676.845,0.0,0.910,0.785,0.927,0.4916,-0.0041,7.45,-0.03937,0.196,0.180,0.000,-0.3059,-0.3164,TRACKING,L+C+R_fused
1786985676.867,0.0,0.910,0.786,0.927,0.4916,-0.0041,7.47,-0.03758,0.196,0.180,0.000,-0.3056,-0.3162,TRACKING,L+C+R_fused
1786985676.893,0.0,0.910,0.785,0.927,0.4919,-0.0042,7.41,-0.04214,0.196,0.180,0.000,-0.3066,-0.3170,TRACKING,L+C+R_fused
1786985676.907,0.0,0.910,0.786,0.928,0.4919,-0.0041,7.51,-0.03424,0.197,0.180,0.000,-0.3053,-0.3161,TRACKING,L+C+R_fused
1786985676.923,0.0,0.913,0.786,0.928,0.4918,-0.0042,7.49,-0.03484,0.197,0.180,0.000,-0.3058,-0.3163,TRACKING,L+C+R_fused
1786985676.938,0.0,0.913,0.786,0.929,0.4918,-0.0042,7.48,-0.03539,0.196,0.180,0.000,-0.3058,-0.3164,TRACKING,L+C+R_fused
1786985676.956,0.0,0.913,0.786,0.929,0.4918,-0.0034,5.99,-0.02831,0.196,0.180,0.000,-0.3058,-0.3164,TRACKING,prediction
1786985676.969,0.0,0.913,0.786,0.929,0.4918,-0.0027,4.79,-0.02265,0.196,0.180,0.000,-0.3058,-0.3164,TRACKING,prediction
1786985676.986,0.0,0.913,0.786,0.929,0.4918,-0.0022,3.83,-0.01812,0.196,0.180,0.000,-0.3058,-0.3164,TRACKING,prediction
1786985677.017,0.0,0.913,0.786,0.929,0.4918,-0.0017,3.06,-0.01449,0.196,0.180,0.000,-0.3058,-0.3164,TRACKING,prediction
1786985677.032,0.0,0.913,0.786,0.929,0.4918,-0.0014,2.45,-0.01160,0.196,0.180,0.000,-0.3058,-0.3164,TRACKING,prediction
1786985677.048,0.0,0.913,0.786,0.929,0.4918,-0.0011,1.96,-0.00928,0.196,0.180,0.000,-0.3058,-0.3164,TRACKING,prediction
1786985677.065,0.0,0.913,0.786,0.929,0.4918,-0.0009,1.57,-0.00742,0.196,0.180,0.000,-0.3058,-0.3164,TRACKING,prediction
