timestamp,fps,left_conf,center_conf,right_conf,lane_width_m,lateral_error_m,heading_error_deg,curvature,lookahead_m,target_speed,actual_speed,steer_raw,steer_filtered,tracking_state,reconstruction_method
1786988219.141,0.0,0.903,0.787,0.814,0.4940,-0.0041,7.47,-0.03852,0.196,0.700,0.000,-0.3057,-0.2727,TRACKING,L+C+R_fused
1786988219.231,0.0,0.905,0.788,0.753,0.4932,-0.0042,7.46,-0.03698,0.196,0.700,0.000,-0.3055,-0.2147,TRACKING,L+C+R_fused
1786988219.246,0.0,0.905,0.787,0.743,0.4920,-0.0040,7.60,-0.02814,0.197,0.180,0.000,-0.3038,-0.2060,TRACKING,L+C+R_fused
1786988219.262,0.0,0.905,0.788,0.343,0.4982,-0.0042,7.45,-0.03769,0.196,0.180,0.000,-0.3056,-0.3004,TRACKING,L+C+R_fused
1786988219.290,0.0,0.905,0.788,0.327,0.4980,-0.0042,7.49,-0.03590,0.196,0.180,0.000,-0.3057,-0.3139,TRACKING,L+C+R_fused
1786988219.302,0.0,0.905,0.788,0.375,0.4984,-0.0042,7.44,-0.03914,0.196,0.700,0.000,-0.3061,-0.3162,TRACKING,L+C+R_fused
1786988219.326,0.0,0.904,0.787,0.405,0.4966,-0.0042,7.43,-0.03947,0.196,0.700,0.000,-0.3056,-0.2215,TRACKING,L+C+R_fused
1786988219.363,0.0,0.905,0.789,0.401,0.4955,-0.0041,7.48,-0.03616,0.196,0.700,0.000,-0.3051,-0.2077,TRACKING,L+C+R_fused
1786988219.379,0.0,0.905,0.788,0.569,0.4946,-0.0042,7.42,-0.03936,0.196,0.700,0.000,-0.3057,-0.2060,TRACKING,L+C+R_fused
1786988219.393,0.0,0.905,0.788,0.517,0.4948,-0.0042,7.43,-0.03845,0.196,0.700,0.000,-0.3056,-0.2057,TRACKING,L+C+R_fused
1786988219.405,0.0,0.907,0.788,0.517,0.4942,-0.0042,7.47,-0.03442,0.197,0.700,0.000,-0.3046,-0.2050,TRACKING,L+C+R_fused
1786988219.426,0.0,0.906,0.788,0.573,0.4936,-0.0042,7.46,-0.03445,0.197,0.700,0.000,-0.3047,-0.2050,TRACKING,L+C+R_fused
1786988219.441,0.0,0.905,0.786,0.733,0.4942,-0.0042,7.39,-0.04503,0.195,0.180,0.000,-0.3076,-0.2066,TRACKING,L+C+R_fused
1786988219.482,0.0,0.906,0.787,0.733,0.4941,-0.0041,7.44,-0.04119,0.196,0.180,0.000,-0.3065,-0.3013,TRACKING,L+C+R_fused
1786988219.488,0.0,0.906,0.787,0.733,0.4941,-0.0041,7.44,-0.04103,0.196,0.180,0.000,-0.3065,-0.3147,TRACKING,L+C+R_fused
1786988219.501,0.0,0.907,0.787,0.734,0.4929,-0.0043,7.39,-0.04394,0.196,0.180,0.000,-0.3075,-0.3175,TRACKING,L+C+R_fused
1786988219.517,0.0,0.906,0.786,0.705,0.4936,-0.0042,7.42,-0.04298,0.196,0.180,0.000,-0.3067,-0.3173,TRACKING,L+C+R_fused
1786988219.552,0.0,0.906,0.787,0.705,0.4936,-0.0041,7.44,-0.04164,0.196,0.180,0.000,-0.3062,-0.3168,TRACKING,L+C+R_fused
1786988219.572,0.0,0.906,0.786,0.705,0.4952,-0.0042,7.41,-0.04300,0.196,0.180,0.000,-0.3068,-0.3172,TRACKING,L+C+R_fused
1786988219.586,0.0,0.906,0.786,0.705,0.4952,-0.0042,7.44,-0.04130,0.196,0.180,0.000,-0.3065,-0.3171,TRACKING,L+C+R_fused
1786988219.613,0.0,0.906,0.786,0.714,0.4955,-0.0043,7.38,-0.04566,0.195,0.180,0.000,-0.3075,-0.3179,TRACKING,L+C+R_fused
1786988219.627,0.0,0.906,0.787,0.673,0.4953,-0.0042,7.47,-0.03816,0.196,0.180,0.000,-0.3063,-0.3170,TRACKING,L+C+R_fused
1786988219.656,0.0,0.909,0.786,0.673,0.4952,-0.0043,7.45,-0.03877,0.196,0.180,0.000,-0.3067,-0.3172,TRACKING,L+C+R_fused
1786988219.674,0.0,0.909,0.786,0.631,0.4953,-0.0043,7.44,-0.03931,0.196,0.180,0.000,-0.3068,-0.3173,TRACKING,L+C+R_fused
1786988219.690,0.0,0.909,0.786,0.631,0.4953,-0.0034,5.95,-0.03145,0.196,0.180,0.000,-0.3068,-0.3173,TRACKING,prediction
1786988219.707,0.0,0.909,0.786,0.631,0.4953,-0.0027,4.76,-0.02516,0.196,0.180,0.000,-0.3068,-0.3173,TRACKING,prediction
1786988219.723,0.0,0.909,0.786,0.631,0.4953,-0.0022,3.81,-0.02013,0.196,0.180,0.000,-0.3068,-0.3173,TRACKING,prediction
1786988219.753,0.0,0.909,0.786,0.631,0.4953,-0.0017,3.05,-0.01610,0.196,0.180,0.000,-0.3068,-0.3173,TRACKING,prediction
1786988219.758,0.0,0.909,0.786,0.631,0.4953,-0.0014,2.44,-0.01288,0.196,0.180,0.000,-0.3068,-0.3173,TRACKING,prediction
1786988219.794,0.0,0.909,0.786,0.631,0.4953,-0.0011,1.95,-0.01031,0.196,0.180,0.000,-0.3068,-0.3173,TRACKING,prediction
1786988219.813,0.0,0.909,0.786,0.631,0.4953,-0.0009,1.56,-0.00824,0.196,0.180,0.000,-0.3068,-0.3173,TRACKING,prediction
1786988219.830,0.0,0.909,0.786,0.631,0.4953,-0.0007,1.25,-0.00660,0.196,0.180,0.000,-0.3068,-0.3173,TRACKING,prediction
1786988219.848,0.0,0.909,0.786,0.631,0.4953,-0.0006,1.00,-0.00528,0.196,0.180,0.000,-0.3068,-0.3173,TRACKING,prediction
1786988219.863,0.0,0.909,0.786,0.631,0.4953,-0.0005,0.80,-0.00422,0.196,0.180,0.000,-0.3068,-0.3173,TRACKING,prediction
1786988219.878,0.0,0.909,0.786,0.631,0.4953,-0.0004,0.64,-0.00338,0.196,0.180,0.000,-0.3068,-0.3173,TRACKING,prediction
1786988219.893,0.0,0.909,0.786,0.631,0.4953,-0.0003,0.51,-0.00270,0.196,0.180,0.000,-0.3068,-0.3173,TRACKING,prediction
1786988219.919,0.0,0.906,0.790,0.916,0.4921,-0.0034,7.47,-0.03534,0.196,0.700,0.000,-0.2976,-0.3094,TRACKING,L+C+R_fused
1786988219.933,0.0,0.908,0.789,0.916,0.4918,-0.0035,7.41,-0.03901,0.196,0.700,0.000,-0.2980,-0.2162,TRACKING,L+C+R_fused
1786988219.953,0.0,0.906,0.788,0.919,0.4907,-0.0035,7.41,-0.03875,0.196,0.700,0.000,-0.2982,-0.2030,TRACKING,L+C+R_fused
1786988219.967,0.0,0.904,0.790,0.926,0.4902,-0.0035,7.40,-0.04115,0.196,0.700,0.000,-0.2989,-0.2014,TRACKING,L+C+R_fused
1786988220.003,0.0,0.904,0.790,0.926,0.4907,-0.0035,7.37,-0.04380,0.196,0.700,0.000,-0.2991,-0.2013,TRACKING,L+C+R_fused
1786988220.022,0.0,0.904,0.790,0.926,0.4907,-0.0035,7.37,-0.04351,0.196,0.700,0.000,-0.2990,-0.2012,TRACKING,L+C+R_fused
1786988220.044,42.1,0.904,0.791,0.926,0.4907,-0.0035,7.41,-0.04087,0.196,0.700,0.000,-0.2990,-0.2012,TRACKING,L+C+R_fused
1786988220.058,42.1,0.903,0.790,0.928,0.4908,-0.0034,7.52,-0.03094,0.197,0.700,0.000,-0.2970,-0.2001,TRACKING,L+C+R_fused
1786988220.074,42.1,0.903,0.790,0.928,0.4907,-0.0037,7.43,-0.03585,0.196,0.700,0.000,-0.2988,-0.2010,TRACKING,L+C+R_fused
1786988220.094,42.1,0.905,0.790,0.928,0.4908,-0.0038,7.45,-0.03281,0.197,0.700,0.000,-0.2989,-0.2012,TRACKING,L+C+R_fused
1786988220.115,42.1,0.897,0.792,0.705,0.4957,-0.0041,7.43,-0.03730,0.196,0.700,0.000,-0.3033,-0.2036,TRACKING,L+C+R_fused
1786988220.139,42.1,0.901,0.791,0.936,0.4919,-0.0044,7.53,-0.02559,0.197,0.700,0.000,-0.3042,-0.2046,TRACKING,L+C+R_fused
