timestamp,fps,left_conf,center_conf,right_conf,lane_width_m,lateral_error_m,heading_error_deg,curvature,lookahead_m,target_speed,actual_speed,steer_raw,steer_filtered,tracking_state,reconstruction_method
1787048345.680,0.4,0.000,0.000,0.000,0.0000,0.0000,0.00,0.00000,0.000,0.180,0.000,0.0000,0.0000,SEARCH,prediction
1787048345.784,0.4,0.000,0.679,0.736,0.6128,-0.0545,1.42,-1.39008,0.150,0.206,0.000,-1.0000,-0.8570,TRACKING,R+C
1787048345.880,0.4,0.000,0.679,0.736,0.6110,-0.0545,1.48,-1.38340,0.150,0.231,0.000,-1.0000,-0.9643,TRACKING,R+C
1787048345.969,0.4,0.000,0.679,0.733,0.6165,-0.0568,1.77,-1.37197,0.150,0.254,0.000,-1.0000,-0.9670,TRACKING,R+C
1787048346.057,0.4,0.000,0.676,0.680,0.6634,-0.0749,-3.96,-1.71188,0.150,0.276,0.000,-1.0000,-0.9547,TRACKING,R+C
1787048346.141,0.4,0.000,0.675,0.739,0.6116,-0.0702,-1.58,-1.59584,0.150,0.298,0.000,-1.0000,-0.9406,TRACKING,R+C
1787048346.225,0.4,0.000,0.673,0.742,0.6023,-0.0664,-0.26,-1.53664,0.150,0.318,0.000,-1.0000,-0.9269,TRACKING,R+C
1787048346.316,0.4,0.000,0.671,0.691,0.6025,-0.0591,2.71,-1.34817,0.150,0.337,0.000,-1.0000,-0.9137,TRACKING,R+C
1787048346.424,0.4,0.000,0.671,0.691,0.6025,-0.0473,2.17,-1.07854,0.150,0.355,0.000,-1.0000,-0.9012,TRACKING,prediction
1787048346.528,0.4,0.000,0.671,0.691,0.6025,-0.0378,1.74,-0.86283,0.150,0.372,0.000,-1.0000,-0.8893,TRACKING,prediction
1787048346.641,0.4,0.000,0.671,0.691,0.6025,-0.0303,1.39,-0.69026,0.150,0.389,0.000,-1.0000,-0.8780,TRACKING,prediction
1787048346.736,10.4,0.000,0.670,0.790,0.5716,-0.0362,9.42,-0.78966,0.150,0.404,0.000,-0.9663,-0.8428,TRACKING,R+C
1787048346.823,10.4,0.000,0.673,0.684,0.5645,-0.0324,11.07,-0.61462,0.150,0.419,0.000,-0.9547,-0.8210,TRACKING,R+C
1787048346.908,10.4,0.000,0.688,0.796,0.5703,-0.0376,9.05,-0.64416,0.150,0.433,0.000,-0.9559,-0.8105,TRACKING,R+C
1787048347.009,10.4,0.000,0.688,0.796,0.5703,-0.0301,7.24,-0.51533,0.150,0.446,0.000,-0.9559,-0.8015,TRACKING,prediction
1787048347.110,10.4,0.000,0.688,0.796,0.5703,-0.0241,5.79,-0.41226,0.150,0.459,0.000,-0.9559,-0.7930,TRACKING,prediction
1787048347.211,10.4,0.000,0.688,0.796,0.5703,-0.0193,4.63,-0.32981,0.150,0.471,0.000,-0.9559,-0.7849,TRACKING,prediction
1787048347.326,10.4,0.000,0.688,0.796,0.5703,-0.0154,3.71,-0.26385,0.150,0.483,0.000,-0.9559,-0.7772,TRACKING,prediction
1787048347.428,10.4,0.000,0.688,0.796,0.5703,-0.0123,2.96,-0.21108,0.150,0.493,0.000,-0.9559,-0.7700,TRACKING,prediction
1787048347.525,10.4,0.723,0.670,0.718,0.4153,-0.0175,16.70,0.26399,0.174,0.504,0.000,-0.6860,-0.5845,TRACKING,L+C+R_fused
1787048347.630,10.4,0.841,0.664,0.851,0.4392,-0.0156,17.30,0.41907,0.158,0.514,0.000,-0.7713,-0.6076,TRACKING,L+C+R_fused
1787048347.732,10.4,0.927,0.675,0.852,0.4708,-0.0215,13.04,0.23052,0.177,0.523,0.000,-0.7001,-0.5603,TRACKING,L+C+R_fused
1787048347.828,10.1,0.926,0.676,0.822,0.4743,-0.0139,13.72,0.27216,0.173,0.532,0.000,-0.6684,-0.5284,TRACKING,L+C+R_fused
1787048347.939,10.1,0.926,0.676,0.822,0.4743,-0.0111,10.97,0.21773,0.173,0.540,0.000,-0.6684,-0.5203,TRACKING,prediction
1787048348.042,10.1,0.934,0.673,0.847,0.4751,-0.0089,13.53,0.32763,0.167,0.548,0.000,-0.5346,-0.4299,TRACKING,L+C+R_fused
1787048348.143,10.1,0.899,0.673,0.847,0.4831,-0.0111,11.20,0.23589,0.176,0.556,0.000,-0.5362,-0.4143,TRACKING,L+C+R_fused
1787048348.251,10.1,0.899,0.673,0.847,0.4831,-0.0088,8.96,0.18871,0.176,0.563,0.000,-0.5362,-0.4097,TRACKING,prediction
1787048348.358,10.1,0.899,0.673,0.847,0.4831,-0.0071,7.17,0.15097,0.176,0.570,0.000,-0.5362,-0.4068,TRACKING,prediction
1787048348.468,10.1,0.912,0.675,0.870,0.4863,-0.0067,6.54,0.04906,0.195,0.576,0.000,-0.2873,-0.2467,TRACKING,L+C+R_fused
1787048348.572,10.1,0.925,0.675,0.869,0.4796,-0.0014,6.64,0.07220,0.193,0.583,0.000,-0.2381,-0.1904,TRACKING,L+C+R_fused
1787048348.674,10.1,0.922,0.678,0.874,0.4865,0.0047,7.26,0.16728,0.183,0.588,0.000,-0.1963,-0.1538,TRACKING,L+C+R_fused
1787048348.778,10.1,0.917,0.696,0.873,0.4910,0.0066,5.54,0.03215,0.197,0.594,0.000,-0.1178,-0.0988,TRACKING,L+C+R_fused
1787048348.879,9.5,0.906,0.684,0.864,0.4925,0.0071,5.15,0.02555,0.197,0.599,0.000,-0.0997,-0.0788,TRACKING,L+C+R_fused
1787048348.988,9.5,0.893,0.677,0.862,0.4979,0.0076,4.82,0.02167,0.198,0.604,0.000,-0.0833,-0.0651,TRACKING,L+C+R_fused
1787048349.094,9.5,0.882,0.675,0.864,0.5022,0.0073,4.52,0.01755,0.198,0.609,0.000,-0.0771,-0.0589,TRACKING,L+C+R_fused
1787048349.205,9.5,0.861,0.675,0.866,0.5001,0.0061,3.96,-0.01472,0.199,0.614,0.000,-0.0752,-0.0566,TRACKING,L+C+R_fused
1787048349.310,9.5,0.820,0.670,0.873,0.4936,0.0055,4.16,0.03138,0.197,0.618,0.000,-0.0809,-0.0594,TRACKING,L+C+R_fused
1787048349.412,9.5,0.807,0.674,0.890,0.4889,0.0045,3.36,0.00027,0.200,0.622,0.000,-0.0679,-0.0516,TRACKING,L+C+R_fused
1787048349.525,9.5,0.796,0.677,0.891,0.4850,-0.0004,1.17,-0.10280,0.190,0.626,0.000,-0.0690,-0.0509,TRACKING,L+C+R_fused
1787048349.626,9.5,0.790,0.673,0.891,0.4810,0.0116,5.39,0.12324,0.188,0.630,0.000,-0.0478,-0.0373,TRACKING,L+C+R_fused
1787048349.726,9.5,0.776,0.672,0.891,0.4791,0.0104,4.56,0.07896,0.192,0.633,0.000,-0.0369,-0.0286,TRACKING,L+C+R_fused
1787048349.838,9.5,0.764,0.670,0.877,0.4778,0.0095,3.81,0.04567,0.195,0.637,0.000,-0.0251,-0.0201,TRACKING,L+C+R_fused
1787048349.947,9.4,0.760,0.669,0.895,0.4795,0.0096,3.58,0.02488,0.198,0.640,0.000,-0.0203,-0.0159,TRACKING,L+C+R_fused
1787048350.059,9.4,0.759,0.671,0.896,0.4773,0.0074,1.19,-0.20114,0.180,0.643,0.000,-0.0038,-0.0058,TRACKING,L+C+R_fused
1787048350.174,9.4,0.732,0.670,0.867,0.4787,0.0095,2.71,-0.04601,0.195,0.646,0.000,-0.0044,-0.0042,TRACKING,L+C+R_fused
1787048350.276,9.4,0.732,0.671,0.856,0.4851,0.0105,3.46,0.02985,0.197,0.648,0.000,-0.0055,-0.0044,TRACKING,L+C+R_fused
1787048350.379,9.4,0.767,0.675,0.850,0.4895,0.0101,3.40,0.02830,0.197,0.651,0.000,-0.0082,-0.0061,TRACKING,L+C+R_fused
1787048350.482,9.4,0.868,0.676,0.855,0.4739,0.0120,4.22,0.07374,0.193,0.653,0.000,-0.0089,-0.0067,TRACKING,L+C+R_fused
1787048350.587,9.4,0.922,0.674,0.869,0.4745,0.0108,3.87,0.06340,0.194,0.656,0.000,-0.0104,-0.0077,TRACKING,L+C+R_fused
1787048350.692,9.4,0.917,0.673,0.895,0.4701,0.0087,3.34,0.02796,0.197,0.658,0.000,-0.0202,-0.0138,TRACKING,L+C+R_fused
1787048350.803,9.4,0.916,0.671,0.892,0.4662,0.0081,3.48,0.03846,0.196,0.660,0.000,-0.0294,-0.0201,TRACKING,L+C+R_fused
