timestamp,state,steer,speed,front_dist,offset,event
1784263845.683,WAITING,0.000,0.00,0.00,0.0,RUN_START
1784263845.722,WAITING,0.000,0.00,0.00,0.0,LINE_FOUND
1784263845.806,KEEP_LANE,1.000,0.22,1.29,0.0,
1784263845.873,KEEP_LANE,1.000,0.22,1.29,0.0,
1784263845.939,KEEP_LANE,1.000,0.22,1.29,0.0,
1784263845.984,KEEP_LANE,0.000,0.00,0.00,0.0,LANE_LOST
1784263846.164,RECOVERING,0.000,0.00,0.00,0.0,LANE_FOUND
1784263846.238,KEEP_LANE,1.000,0.22,1.27,0.0,
1784263846.304,KEEP_LANE,1.000,0.22,1.25,0.0,
1784263846.372,KEEP_LANE,1.000,0.22,1.25,0.0,
1784263846.438,KEEP_LANE,1.000,0.22,1.24,0.0,
1784263846.504,KEEP_LANE,1.000,0.22,1.24,0.0,
1784263846.573,KEEP_LANE,1.000,0.22,1.21,0.0,
1784263846.639,KEEP_LANE,0.819,0.22,1.21,0.0,
1784263846.708,KEEP_LANE,-1.000,0.22,1.19,0.0,
1784263846.787,KEEP_LANE,-0.668,0.22,1.19,0.0,
1784263846.857,KEEP_LANE,-0.904,0.22,1.17,0.0,
1784263846.927,KEEP_LANE,-0.818,0.22,1.15,0.0,
1784263846.991,KEEP_LANE,1.000,0.22,1.15,0.0,
1784263847.065,KEEP_LANE,0.537,0.22,1.13,0.0,
1784263847.131,KEEP_LANE,0.793,0.22,1.13,0.0,
1784263847.196,KEEP_LANE,0.691,0.22,1.11,0.0,
1784263847.265,KEEP_LANE,0.659,0.22,1.11,0.0,
1784263847.330,KEEP_LANE,0.615,0.22,1.10,0.0,
1784263847.394,KEEP_LANE,0.492,0.22,1.10,0.0,
1784263847.467,KEEP_LANE,0.529,0.22,1.08,0.0,
1784263847.533,KEEP_LANE,-1.000,0.22,1.08,0.0,
1784263847.597,KEEP_LANE,1.000,0.22,1.06,0.0,
1784263847.665,KEEP_LANE,0.496,0.22,1.06,0.0,
1784263847.730,KEEP_LANE,0.601,0.22,1.04,0.0,
1784263847.797,KEEP_LANE,0.555,0.22,1.04,0.0,
1784263847.865,KEEP_LANE,0.555,0.22,1.02,0.0,
1784263847.931,KEEP_LANE,0.493,0.22,1.02,0.0,
1784263847.995,KEEP_LANE,0.540,0.22,4.47,0.0,
1784263848.065,KEEP_LANE,0.483,0.22,3.64,0.0,
1784263848.127,KEEP_LANE,0.525,0.22,3.64,0.0,
1784263848.191,KEEP_LANE,0.587,0.22,3.64,0.0,
1784263848.255,KEEP_LANE,0.727,0.22,3.64,0.0,
1784263848.319,KEEP_LANE,1.000,0.22,3.61,0.0,
1784263848.382,KEEP_LANE,1.000,0.22,3.61,0.0,
1784263848.445,KEEP_LANE,1.000,0.22,3.61,0.0,
1784263848.516,KEEP_LANE,1.000,0.22,3.59,0.0,
1784263848.581,KEEP_LANE,-1.000,0.22,3.59,0.0,
1784263848.647,KEEP_LANE,1.000,0.22,3.59,0.0,
1784263848.694,KEEP_LANE,0.000,0.00,0.00,0.0,LANE_LOST
1784263848.778,RECOVERING,0.000,0.00,0.00,0.0,LANE_FOUND
1784263848.855,KEEP_LANE,-0.075,0.22,3.90,0.0,
1784263848.900,KEEP_LANE,0.000,0.00,0.00,0.0,LANE_LOST
1784263848.986,RECOVERING,0.000,0.00,0.00,0.0,LANE_FOUND
1784263849.061,KEEP_LANE,-0.600,0.22,3.90,0.0,
1784263849.127,KEEP_LANE,0.289,0.22,3.86,0.0,
1784263849.191,KEEP_LANE,-0.576,0.22,3.86,0.0,
1784263849.235,KEEP_LANE,0.000,0.00,0.00,0.0,LANE_LOST
1784263849.562,RECOVERING,0.000,0.00,0.00,0.0,LANE_FOUND
1784263849.645,KEEP_LANE,1.000,0.22,3.75,0.0,
1784263849.716,KEEP_LANE,0.604,0.22,5.22,0.0,
1784263849.782,KEEP_LANE,0.360,0.22,5.22,0.0,
1784263849.845,KEEP_LANE,0.360,0.22,5.22,0.0,
1784263849.916,KEEP_LANE,0.360,0.22,3.80,0.0,
1784263849.981,KEEP_LANE,0.111,0.22,3.82,0.0,
1784263850.041,KEEP_LANE,0.235,0.22,3.82,0.0,
1784263850.103,KEEP_LANE,0.285,0.22,3.80,0.0,
1784263850.169,KEEP_LANE,0.224,0.22,3.80,0.0,
1784263850.234,KEEP_LANE,0.148,0.22,3.73,0.0,
1784263850.299,KEEP_LANE,0.240,0.22,3.73,0.0,
1784263850.367,KEEP_LANE,0.181,0.22,2.86,0.0,
1784263850.429,KEEP_LANE,0.098,0.22,2.86,0.0,
1784263850.492,KEEP_LANE,0.195,0.22,2.86,0.0,
1784263850.559,KEEP_LANE,0.195,0.22,2.86,0.0,
1784263850.627,KEEP_LANE,0.436,0.22,2.80,0.0,
1784263850.690,KEEP_LANE,0.255,0.22,2.80,0.0,
1784263850.758,KEEP_LANE,0.255,0.22,2.78,0.0,
1784263850.823,KEEP_LANE,0.255,0.22,2.78,0.0,
1784263850.886,KEEP_LANE,-0.316,0.22,2.75,0.0,
1784263850.949,KEEP_LANE,-0.005,0.22,2.75,0.0,
