timestamp,state,steer,speed,front_dist,offset,event
1783073335.598,WAITING,0.000,0.00,0.00,0.0,RUN_START
1783073335.630,WAITING,0.000,0.00,0.00,0.0,LINE_FOUND
1783073335.691,KEEP_LANE,-1.000,0.22,0.95,0.0,
1783073335.735,KEEP_LANE,-0.187,0.22,0.94,0.0,
1783073335.781,KEEP_LANE,-0.187,0.22,0.94,0.0,
1783073335.831,KEEP_LANE,-0.115,0.22,0.94,0.0,
1783073335.881,KEEP_LANE,-0.176,0.22,0.95,0.0,
1783073335.931,KEEP_LANE,-0.034,0.22,0.95,0.0,
1783073335.982,KEEP_LANE,-0.083,0.22,0.94,0.0,
1783073336.031,KEEP_LANE,-0.071,0.22,0.94,0.0,
1783073336.083,KEEP_LANE,-0.683,0.22,0.94,0.0,
1783073336.132,KEEP_LANE,-0.220,0.22,0.92,0.0,
1783073336.183,KEEP_LANE,-0.079,0.22,0.92,0.0,
1783073336.233,KEEP_LANE,-0.198,0.22,0.90,0.0,
1783073336.283,KEEP_LANE,-0.127,0.22,0.90,0.0,
1783073336.332,KEEP_LANE,-0.115,0.22,0.90,0.0,
1783073336.382,KEEP_LANE,0.325,0.22,0.89,0.0,
1783073336.431,KEEP_LANE,-0.534,0.22,0.89,0.0,
1783073336.483,KEEP_LANE,-0.096,0.22,5.41,0.0,
1783073336.531,KEEP_LANE,-0.080,0.22,5.41,0.0,
1783073336.581,KEEP_LANE,-0.143,0.22,5.41,0.0,
1783073336.632,KEEP_LANE,-0.143,0.22,5.38,0.0,
1783073336.681,KEEP_LANE,-0.143,0.22,5.38,0.0,
1783073336.735,KEEP_LANE,-0.143,0.22,5.38,0.0,
1783073336.781,KEEP_LANE,-0.066,0.22,5.38,0.0,
1783073336.831,KEEP_LANE,-0.060,0.22,5.38,0.0,
1783073336.882,KEEP_LANE,-0.121,0.22,5.34,0.0,
1783073336.932,KEEP_LANE,-0.050,0.22,5.34,0.0,
1783073336.985,KEEP_LANE,0.964,0.22,5.32,0.0,
1783073337.034,KEEP_LANE,-1.000,0.22,5.32,0.0,
1783073337.082,KEEP_LANE,-0.028,0.22,5.32,0.0,
1783073337.133,KEEP_LANE,-0.017,0.22,5.28,0.0,
1783073337.182,KEEP_LANE,-0.006,0.22,5.28,0.0,
1783073337.232,KEEP_LANE,-0.066,0.22,5.28,0.0,
1783073337.283,KEEP_LANE,-0.137,0.22,5.25,0.0,
1783073337.328,KEEP_LANE,-0.001,0.22,5.25,0.0,
1783073337.382,KEEP_LANE,-0.066,0.22,5.25,0.0,
1783073337.431,KEEP_LANE,0.006,0.22,5.25,0.0,
1783073337.481,KEEP_LANE,-0.055,0.22,5.25,0.0,
1783073337.530,KEEP_LANE,-0.055,0.22,5.21,0.0,
1783073337.580,KEEP_LANE,-0.055,0.22,5.21,0.0,
1783073337.631,KEEP_LANE,0.016,0.22,5.18,0.0,
1783073337.681,KEEP_LANE,0.027,0.22,5.18,0.0,
1783073337.731,KEEP_LANE,-0.033,0.22,5.18,0.0,
1783073337.781,KEEP_LANE,0.038,0.22,5.12,0.0,
1783073337.831,KEEP_LANE,-0.022,0.22,5.12,0.0,
1783073337.882,KEEP_LANE,0.048,0.22,5.11,0.0,
1783073337.931,KEEP_LANE,0.061,0.22,5.11,0.0,
1783073337.982,KEEP_LANE,0.069,0.22,5.11,0.0,
1783073338.032,KEEP_LANE,0.083,0.22,5.10,0.0,
1783073338.091,KEEP_LANE,0.022,0.22,5.10,0.0,
1783073338.143,KEEP_LANE,-0.170,0.22,5.01,0.0,
1783073338.188,KEEP_LANE,-0.011,0.22,5.01,0.0,
1783073338.232,KEEP_LANE,0.064,0.22,5.01,0.0,
1783073338.283,KEEP_LANE,0.000,0.22,5.03,0.0,
1783073338.331,KEEP_LANE,0.000,0.22,5.03,0.0,
1783073338.382,KEEP_LANE,0.071,0.22,5.00,0.0,
1783073338.432,KEEP_LANE,0.011,0.22,5.00,0.0,
1783073338.482,KEEP_LANE,0.082,0.22,5.00,0.0,
1783073338.531,KEEP_LANE,0.094,0.22,4.98,0.0,
1783073338.578,KEEP_LANE,0.549,0.22,4.98,0.0,
1783073338.628,KEEP_LANE,0.110,0.22,4.98,0.0,
1783073338.684,KEEP_LANE,0.110,0.22,4.98,0.0,
1783073338.727,KEEP_LANE,0.110,0.22,4.98,0.0,
1783073338.779,KEEP_LANE,0.039,0.22,4.94,0.0,
1783073338.828,KEEP_LANE,0.099,0.22,4.94,0.0,
1783073338.877,KEEP_LANE,0.099,0.22,4.94,0.0,
1783073338.928,KEEP_LANE,0.028,0.22,4.91,0.0,
1783073338.979,KEEP_LANE,-0.471,0.22,4.91,0.0,
1783073339.029,KEEP_LANE,0.071,0.22,4.90,0.0,
1783073339.080,KEEP_LANE,-0.339,0.22,4.90,0.0,
1783073339.127,KEEP_LANE,0.031,0.22,4.90,0.0,
1783073339.177,KEEP_LANE,0.037,0.22,4.86,0.0,
1783073339.227,KEEP_LANE,-0.022,0.22,4.86,0.0,
1783073339.281,KEEP_LANE,0.045,0.22,4.91,0.0,
1783073339.326,KEEP_LANE,0.066,0.22,4.91,0.0,
1783073339.376,KEEP_LANE,0.000,0.22,4.91,0.0,
1783073339.429,KEEP_LANE,-0.409,0.22,4.83,0.0,
1783073339.479,KEEP_LANE,-0.066,0.22,4.83,0.0,
1783073339.531,KEEP_LANE,0.491,0.22,4.84,0.0,
1783073339.580,KEEP_LANE,0.022,0.22,4.84,0.0,
1783073339.629,KEEP_LANE,0.093,0.22,4.84,0.0,
1783073339.680,KEEP_LANE,0.103,0.22,4.81,0.0,
1783073339.727,KEEP_LANE,0.044,0.22,4.81,0.0,
1783073339.782,KEEP_LANE,0.044,0.22,4.80,0.0,
1783073339.829,KEEP_LANE,0.044,0.22,4.80,0.0,
1783073339.878,KEEP_LANE,0.044,0.22,4.80,0.0,
1783073339.928,KEEP_LANE,0.044,0.22,4.77,0.0,
1783073339.981,KEEP_LANE,0.044,0.22,4.77,0.0,
1783073340.032,KEEP_LANE,0.115,0.22,4.77,0.0,
1783073340.082,KEEP_LANE,0.126,0.22,4.78,0.0,
1783073340.131,KEEP_LANE,-0.596,0.22,4.78,0.0,
1783073340.182,KEEP_LANE,-0.102,0.22,4.78,0.0,
1783073340.232,KEEP_LANE,-0.044,0.22,4.78,0.0,
1783073340.284,KEEP_LANE,-0.113,0.22,4.74,0.0,
1783073340.331,KEEP_LANE,-0.055,0.22,4.74,0.0,
1783073340.381,KEEP_LANE,0.016,0.22,4.74,0.0,
1783073340.431,KEEP_LANE,0.027,0.22,4.72,0.0,
1783073340.483,KEEP_LANE,0.036,0.22,4.72,0.0,
1783073340.532,KEEP_LANE,-0.094,0.22,4.72,0.0,
1783073340.582,KEEP_LANE,-0.246,0.22,4.68,0.0,
1783073340.632,KEEP_LANE,-0.492,0.22,4.68,0.0,
1783073340.683,KEEP_LANE,-0.413,0.22,4.68,0.0,
1783073340.732,KEEP_LANE,-0.320,0.22,4.68,0.0,
1783073340.782,KEEP_LANE,-0.339,0.22,4.68,0.0,
1783073340.832,KEEP_LANE,-0.148,0.22,4.67,0.0,
1783073340.883,KEEP_LANE,-0.139,0.22,4.67,0.0,
1783073340.935,KEEP_LANE,-0.129,0.22,4.64,0.0,
1783073340.965,KEEP_LANE,0.000,0.00,0.00,0.0,LANE_LOST
1783073343.172,RECOVERING,0.000,0.00,0.00,0.0,LANE_FOUND
1783073343.234,KEEP_LANE,-0.213,0.22,4.41,0.0,
1783073343.283,KEEP_LANE,-0.033,0.22,4.41,0.0,
1783073343.332,KEEP_LANE,-0.033,0.22,4.38,0.0,
1783073343.382,KEEP_LANE,0.038,0.22,4.38,0.0,
1783073343.414,KEEP_LANE,0.000,0.00,0.00,0.0,LANE_LOST
1783073344.072,RECOVERING,0.000,0.00,0.00,0.0,LANE_FOUND
1783073344.131,KEEP_LANE,-1.000,0.22,4.31,0.0,
1783073344.178,KEEP_LANE,-1.000,0.22,4.31,0.0,
1783073344.248,AVOID_OBSTACLE,-1.000,0.22,0.17,30.0,
1783073344.271,AVOID_OBSTACLE,0.000,0.00,0.00,0.0,E_STOP_LIDAR
1783073344.280,E_STOP,0.000,0.00,0.00,0.0,E_STOP
