timestamp,state,steer,speed,front_dist,offset,event
1783071365.670,WAITING,0.000,0.00,0.00,0.0,RUN_START
1783071365.701,WAITING,0.000,0.00,0.00,0.0,LINE_FOUND
1783071365.782,AVOID_OBSTACLE,0.156,0.22,0.83,10.2,
1783071365.818,AVOID_OBSTACLE,0.024,0.13,0.83,10.2,
1783071365.852,AVOID_OBSTACLE,0.024,0.13,0.83,10.2,
1783071365.894,AVOID_OBSTACLE,0.024,0.13,0.83,10.2,
1783071365.944,AVOID_OBSTACLE,0.024,0.13,0.83,10.2,
1783071365.994,AVOID_OBSTACLE,0.086,0.13,0.83,11.0,
1783071366.045,AVOID_OBSTACLE,-0.026,0.13,0.83,10.2,
1783071366.094,AVOID_OBSTACLE,0.024,0.13,0.84,10.2,
1783071366.144,AVOID_OBSTACLE,0.024,0.13,0.84,10.2,
1783071366.194,AVOID_OBSTACLE,0.024,0.13,0.84,10.2,
1783071366.244,AVOID_OBSTACLE,0.024,0.13,0.82,10.2,
1783071366.294,AVOID_OBSTACLE,0.024,0.13,0.82,10.2,
1783071366.344,AVOID_OBSTACLE,0.096,0.13,0.81,10.2,
1783071366.394,AVOID_OBSTACLE,0.035,0.13,0.81,10.2,
1783071366.449,AVOID_OBSTACLE,-0.088,0.13,0.81,9.3,
1783071366.499,AVOID_OBSTACLE,0.015,0.13,0.80,9.3,
1783071366.543,AVOID_OBSTACLE,0.015,0.13,0.80,9.3,
1783071366.593,AVOID_OBSTACLE,0.015,0.13,0.79,9.3,
1783071366.643,AVOID_OBSTACLE,0.015,0.13,0.79,9.3,
1783071366.694,AVOID_OBSTACLE,0.439,0.13,0.79,9.3,
1783071366.747,AVOID_OBSTACLE,1.000,0.13,0.78,95.0,
1783071366.797,AVOID_OBSTACLE,0.869,0.13,0.78,95.0,
1783071366.844,AVOID_OBSTACLE,0.869,0.13,0.77,95.0,
1783071366.894,AVOID_OBSTACLE,0.724,0.13,0.77,95.0,
1783071366.946,AVOID_OBSTACLE,0.777,0.13,0.77,95.0,
1783071366.995,AVOID_OBSTACLE,0.764,0.13,0.76,95.0,
1783071367.045,AVOID_OBSTACLE,0.754,0.13,0.76,95.0,
1783071367.095,AVOID_OBSTACLE,0.674,0.13,0.75,95.0,
