timestamp,state,steer,speed,front_dist,offset,event
1783072008.746,WAITING,0.000,0.00,0.00,0.0,RUN_START
1783072008.779,WAITING,0.000,0.00,0.00,0.0,LINE_FOUND
1783072008.860,AVOID_OBSTACLE,1.000,0.22,0.75,22.1,
1783072008.894,AVOID_OBSTACLE,1.000,0.13,0.75,60.0,
1783072008.928,AVOID_OBSTACLE,1.000,0.13,0.75,90.0,
1783072008.971,AVOID_OBSTACLE,1.000,0.13,0.75,95.0,
1783072009.019,AVOID_OBSTACLE,1.000,0.13,0.75,95.0,
1783072009.071,AVOID_OBSTACLE,1.000,0.13,0.75,95.0,
1783072009.119,AVOID_OBSTACLE,1.000,0.13,0.75,95.0,
1783072009.170,AVOID_OBSTACLE,1.000,0.13,0.75,95.0,
1783072009.222,AVOID_OBSTACLE,0.959,0.13,0.74,95.0,
1783072009.272,AVOID_OBSTACLE,1.000,0.13,0.74,95.0,
1783072009.320,AVOID_OBSTACLE,0.847,0.13,0.74,95.0,
1783072009.371,AVOID_OBSTACLE,0.896,0.13,0.73,95.0,
1783072009.421,AVOID_OBSTACLE,0.869,0.13,0.73,95.0,
1783072009.472,AVOID_OBSTACLE,0.850,0.13,0.73,95.0,
1783072009.521,AVOID_OBSTACLE,0.247,0.13,0.72,95.0,
1783072009.571,AVOID_OBSTACLE,0.717,0.13,0.72,95.0,
1783072009.622,AVOID_OBSTACLE,0.696,0.13,0.71,95.0,
1783072009.671,AVOID_OBSTACLE,0.670,0.13,0.71,95.0,
1783072009.722,AVOID_OBSTACLE,0.651,0.13,0.71,95.0,
1783072009.771,AVOID_OBSTACLE,0.698,0.13,0.70,95.0,
1783072009.824,AVOID_OBSTACLE,0.691,0.13,0.70,95.0,
1783072009.874,AVOID_OBSTACLE,0.608,0.13,0.69,95.0,
1783072009.921,AVOID_OBSTACLE,0.651,0.13,0.69,95.0,
1783072009.972,AVOID_OBSTACLE,0.645,0.13,0.69,95.0,
1783072010.020,AVOID_OBSTACLE,0.994,0.13,0.67,95.0,
1783072010.072,AVOID_OBSTACLE,0.679,0.13,0.67,95.0,
1783072010.125,AVOID_OBSTACLE,0.670,0.13,0.66,95.0,
1783072010.172,AVOID_OBSTACLE,0.572,0.13,0.66,95.0,
1783072010.222,AVOID_OBSTACLE,0.564,0.13,0.66,95.0,
1783072010.271,AVOID_OBSTACLE,0.539,0.13,0.64,95.0,
1783072010.321,AVOID_OBSTACLE,0.517,0.13,0.64,95.0,
1783072010.383,AVOID_OBSTACLE,-1.000,0.13,0.64,65.0,
1783072010.419,AVOID_OBSTACLE,-1.000,0.13,0.64,35.0,
1783072010.468,AVOID_OBSTACLE,-1.000,0.13,0.64,5.0,
1783072010.520,AVOID_OBSTACLE,-0.900,0.13,0.63,0.0,
1783072010.578,AVOID_OBSTACLE,-0.608,0.13,0.63,0.0,
1783072010.578,AVOID_OBSTACLE,0.000,0.00,0.00,0.0,OBSTACLE_CLEARED
1783072010.647,AVOID_OBSTACLE,-1.000,0.22,0.62,30.0,
1783072010.683,AVOID_OBSTACLE,1.000,0.13,0.62,60.0,
1783072010.719,AVOID_OBSTACLE,1.000,0.13,0.62,90.0,
1783072010.772,AVOID_OBSTACLE,0.962,0.13,0.60,95.0,
1783072010.820,AVOID_OBSTACLE,0.708,0.13,0.60,95.0,
1783072010.871,AVOID_OBSTACLE,0.722,0.13,0.60,95.0,
1783072010.920,AVOID_OBSTACLE,0.677,0.13,0.59,95.0,
1783072010.970,AVOID_OBSTACLE,0.688,0.13,0.59,95.0,
1783072011.021,AVOID_OBSTACLE,-0.062,0.13,0.58,95.0,
1783072011.073,AVOID_OBSTACLE,0.448,0.13,0.58,95.0,
1783072011.122,AVOID_OBSTACLE,0.434,0.13,0.57,95.0,
1783072011.175,AVOID_OBSTACLE,0.359,0.13,0.57,95.0,
1783072011.223,AVOID_OBSTACLE,0.835,0.13,0.57,95.0,
1783072011.272,AVOID_OBSTACLE,0.382,0.13,0.56,95.0,
1783072011.324,AVOID_OBSTACLE,0.437,0.13,0.56,95.0,
1783072011.372,AVOID_OBSTACLE,0.422,0.13,0.56,95.0,
1783072011.422,AVOID_OBSTACLE,0.341,0.13,0.56,95.0,
1783072011.470,AVOID_OBSTACLE,0.316,0.13,0.56,95.0,
1783072011.523,AVOID_OBSTACLE,0.303,0.13,5.26,95.0,
1783072011.570,AVOID_OBSTACLE,0.344,0.13,5.26,95.0,
1783072011.620,AVOID_OBSTACLE,0.264,0.13,5.26,95.0,
1783072011.670,AVOID_OBSTACLE,0.314,0.13,5.26,95.0,
1783072011.721,AVOID_OBSTACLE,0.233,0.13,5.26,95.0,
1783072011.769,AVOID_OBSTACLE,0.642,0.13,5.25,95.0,
1783072011.826,AVOID_OBSTACLE,0.267,0.13,5.25,95.0,
1783072011.870,AVOID_OBSTACLE,0.374,0.13,5.25,95.0,
1783072011.920,AVOID_OBSTACLE,0.304,0.13,4.92,95.0,
1783072011.971,AVOID_OBSTACLE,0.292,0.13,4.92,95.0,
1783072012.023,AVOID_OBSTACLE,0.216,0.13,4.93,95.0,
1783072012.071,AVOID_OBSTACLE,0.183,0.13,4.93,95.0,
1783072012.121,AVOID_OBSTACLE,0.237,0.13,4.93,95.0,
1783072012.176,AVOID_OBSTACLE,-1.000,0.13,4.98,65.0,
1783072012.220,AVOID_OBSTACLE,-1.000,0.13,4.98,35.0,
1783072012.269,AVOID_OBSTACLE,-1.000,0.13,4.92,5.0,
