timestamp,state,steer,speed,front_dist,offset,event
1784006056.717,WAITING,0.000,0.00,0.00,0.0,RUN_START
1784006056.752,WAITING,0.000,0.00,0.00,0.0,LINE_FOUND
1784006056.828,KEEP_LANE,-0.994,0.22,3.36,0.0,
1784006056.889,KEEP_LANE,-0.154,0.22,3.36,0.0,
1784006056.949,KEEP_LANE,-0.154,0.22,3.36,0.0,
1784006057.008,KEEP_LANE,-0.092,0.22,3.36,0.0,
1784006057.065,KEEP_LANE,-0.080,0.22,3.36,0.0,
1784006057.122,KEEP_LANE,-0.068,0.22,3.36,0.0,
1784006057.179,KEEP_LANE,-0.057,0.22,3.37,0.0,
1784006057.237,KEEP_LANE,-0.110,0.22,3.37,0.0,
1784006057.298,KEEP_LANE,-0.050,0.22,3.36,0.0,
1784006057.354,KEEP_LANE,-0.099,0.22,3.36,0.0,
1784006057.410,KEEP_LANE,-0.035,0.22,3.32,0.0,
1784006057.465,KEEP_LANE,-0.088,0.22,3.32,0.0,
1784006057.519,KEEP_LANE,-0.088,0.22,3.32,0.0,
1784006057.574,KEEP_LANE,-0.021,0.22,3.32,0.0,
1784006057.630,KEEP_LANE,-0.077,0.22,3.32,0.0,
1784006057.690,KEEP_LANE,-0.077,0.22,3.30,0.0,
1784006057.745,KEEP_LANE,-0.077,0.22,3.30,0.0,
1784006057.801,KEEP_LANE,-0.077,0.22,3.28,0.0,
1784006057.857,KEEP_LANE,0.053,0.22,3.28,0.0,
1784006057.915,KEEP_LANE,0.008,0.22,3.25,0.0,
1784006057.972,KEEP_LANE,0.085,0.22,3.25,0.0,
1784006058.029,KEEP_LANE,-0.022,0.22,3.25,0.0,
1784006058.090,KEEP_LANE,0.039,0.22,3.22,0.0,
1784006058.149,KEEP_LANE,-0.011,0.22,3.22,0.0,
1784006058.205,KEEP_LANE,-0.011,0.22,3.23,0.0,
1784006058.260,KEEP_LANE,-0.011,0.22,3.23,0.0,
1784006058.317,KEEP_LANE,0.120,0.22,3.20,0.0,
1784006058.372,KEEP_LANE,0.011,0.22,3.20,0.0,
1784006058.427,KEEP_LANE,0.011,0.22,3.19,0.0,
1784006058.483,KEEP_LANE,0.011,0.22,3.19,0.0,
1784006058.541,KEEP_LANE,0.527,0.22,3.18,0.0,
1784006058.595,KEEP_LANE,0.165,0.22,3.18,0.0,
1784006058.649,KEEP_LANE,0.110,0.22,3.18,0.0,
1784006058.706,KEEP_LANE,0.173,0.22,3.15,0.0,
1784006058.760,KEEP_LANE,0.121,0.22,3.15,0.0,
1784006058.811,KEEP_LANE,0.121,0.22,3.12,0.0,
1784006058.864,KEEP_LANE,-0.497,0.22,3.12,0.0,
1784006058.919,KEEP_LANE,-0.043,0.22,3.10,0.0,
1784006058.973,KEEP_LANE,-0.325,0.22,3.10,0.0,
1784006059.026,KEEP_LANE,-0.044,0.22,3.10,0.0,
1784006059.082,KEEP_LANE,-0.044,0.22,3.08,0.0,
1784006059.144,KEEP_LANE,0.017,0.22,3.08,0.0,
1784006059.200,KEEP_LANE,0.031,0.22,3.05,0.0,
1784006059.257,KEEP_LANE,0.168,0.22,3.05,0.0,
1784006059.314,KEEP_LANE,0.011,0.22,3.04,0.0,
1784006059.368,KEEP_LANE,0.077,0.22,3.04,0.0,
1784006059.424,KEEP_LANE,-0.043,0.22,3.03,0.0,
1784006059.478,KEEP_LANE,0.011,0.22,3.03,0.0,
1784006059.534,KEEP_LANE,0.011,0.22,3.01,0.0,
1784006059.591,KEEP_LANE,0.011,0.22,3.01,0.0,
1784006059.650,KEEP_LANE,-0.052,0.22,3.01,0.0,
1784006059.707,KEEP_LANE,0.000,0.22,3.00,0.0,
1784006059.764,KEEP_LANE,0.127,0.22,3.00,0.0,
1784006059.825,KEEP_LANE,0.082,0.22,2.97,0.0,
1784006059.882,KEEP_LANE,0.161,0.22,2.97,0.0,
1784006059.947,KEEP_LANE,-0.291,0.22,2.95,0.0,
1784006060.004,KEEP_LANE,-0.011,0.22,2.95,0.0,
1784006060.061,KEEP_LANE,-0.011,0.22,2.94,0.0,
1784006060.117,KEEP_LANE,-0.011,0.22,2.94,0.0,
1784006060.172,KEEP_LANE,-0.011,0.22,2.91,0.0,
1784006060.228,KEEP_LANE,0.055,0.22,2.91,0.0,
1784006060.285,KEEP_LANE,0.000,0.22,2.91,0.0,
1784006060.345,KEEP_LANE,0.000,0.22,2.90,0.0,
1784006060.404,KEEP_LANE,0.063,0.22,2.90,0.0,
1784006060.461,KEEP_LANE,0.011,0.22,2.89,0.0,
1784006060.516,KEEP_LANE,-0.054,0.22,2.89,0.0,
1784006060.572,KEEP_LANE,0.000,0.22,2.88,0.0,
1784006060.626,KEEP_LANE,0.000,0.22,2.88,0.0,
1784006060.689,KEEP_LANE,0.060,0.22,2.86,0.0,
1784006060.749,KEEP_LANE,0.011,0.22,2.86,0.0,
1784006060.805,KEEP_LANE,0.139,0.22,2.86,0.0,
1784006060.862,KEEP_LANE,0.097,0.22,2.86,0.0,
1784006060.920,KEEP_LANE,0.170,0.22,2.81,0.0,
1784006060.974,KEEP_LANE,0.399,0.22,2.81,0.0,
1784006061.027,KEEP_LANE,-0.813,0.22,2.81,0.0,
1784006061.083,KEEP_LANE,0.032,0.22,2.80,0.0,
1784006061.145,KEEP_LANE,-0.081,0.22,2.80,0.0,
1784006061.202,KEEP_LANE,-0.033,0.22,2.79,0.0,
1784006061.258,KEEP_LANE,-0.098,0.22,2.79,0.0,
1784006061.315,KEEP_LANE,0.020,0.22,2.76,0.0,
1784006061.370,KEEP_LANE,0.032,0.22,2.76,0.0,
1784006061.426,KEEP_LANE,-0.086,0.22,2.76,0.0,
1784006061.483,KEEP_LANE,-0.033,0.22,2.76,0.0,
1784006061.543,KEEP_LANE,-0.033,0.22,2.76,0.0,
1784006061.599,KEEP_LANE,-0.033,0.22,2.74,0.0,
1784006061.654,KEEP_LANE,-0.033,0.22,2.74,0.0,
1784006061.710,KEEP_LANE,-0.099,0.22,2.72,0.0,
1784006061.769,KEEP_LANE,0.080,0.22,2.72,0.0,
1784006061.830,KEEP_LANE,0.039,0.22,2.72,0.0,
1784006061.892,KEEP_LANE,0.048,0.22,2.72,0.0,
1784006061.932,KEEP_LANE,0.000,0.00,0.00,0.0,LANE_LOST
1784006062.209,RECOVERING,0.000,0.00,0.00,0.0,LANE_FOUND
1784006062.271,KEEP_LANE,-0.142,0.22,2.68,0.0,
1784006062.326,KEEP_LANE,0.042,0.22,2.69,0.0,
1784006062.382,KEEP_LANE,-0.011,0.22,2.69,0.0,
1784006062.441,KEEP_LANE,-0.011,0.22,2.66,0.0,
1784006062.498,KEEP_LANE,0.054,0.22,2.66,0.0,
1784006062.556,KEEP_LANE,0.000,0.22,2.63,0.0,
1784006062.613,KEEP_LANE,0.064,0.22,2.63,0.0,
1784006062.667,KEEP_LANE,0.077,0.22,2.63,0.0,
1784006062.723,KEEP_LANE,0.087,0.22,2.98,0.0,
1784006062.777,KEEP_LANE,0.033,0.22,2.98,0.0,
1784006062.841,KEEP_LANE,0.033,0.22,2.96,0.0,
1784006062.899,KEEP_LANE,0.033,0.22,2.96,0.0,
1784006062.955,KEEP_LANE,0.033,0.22,2.94,0.0,
1784006063.009,KEEP_LANE,0.033,0.22,2.94,0.0,
1784006063.064,KEEP_LANE,0.033,0.22,2.92,0.0,
1784006063.116,KEEP_LANE,-0.519,0.22,2.92,0.0,
1784006063.170,KEEP_LANE,-0.055,0.22,2.92,0.0,
1784006063.221,KEEP_LANE,0.640,0.22,2.90,0.0,
1784006063.272,KEEP_LANE,0.125,0.22,2.90,0.0,
1784006063.324,KEEP_LANE,-0.557,0.22,2.88,0.0,
1784006063.375,KEEP_LANE,0.037,0.22,2.88,0.0,
1784006063.426,KEEP_LANE,0.047,0.22,2.86,0.0,
1784006063.484,KEEP_LANE,-0.011,0.22,2.86,0.0,
1784006063.542,KEEP_LANE,-0.011,0.22,2.86,0.0,
1784006063.602,KEEP_LANE,0.051,0.22,2.86,0.0,
1784006063.659,KEEP_LANE,0.064,0.22,2.86,0.0,
1784006063.715,KEEP_LANE,0.011,0.22,2.83,0.0,
1784006063.771,KEEP_LANE,0.076,0.22,2.83,0.0,
1784006063.826,KEEP_LANE,-0.043,0.22,2.82,0.0,
1784006063.882,KEEP_LANE,0.011,0.22,2.82,0.0,
1784006063.942,KEEP_LANE,0.011,0.22,2.80,0.0,
1784006064.001,KEEP_LANE,-0.175,0.22,2.80,0.0,
1784006064.058,KEEP_LANE,-0.214,0.22,2.78,0.0,
1784006064.113,KEEP_LANE,0.011,0.22,2.78,0.0,
1784006064.166,KEEP_LANE,0.091,0.22,2.78,0.0,
1784006064.216,KEEP_LANE,0.049,0.22,2.77,0.0,
1784006064.267,KEEP_LANE,0.342,0.22,2.77,0.0,
1784006064.317,KEEP_LANE,1.000,0.22,2.74,0.0,
1784006064.353,KEEP_LANE,0.000,0.00,0.00,0.0,LANE_LOST
1784006064.462,RECOVERING,0.000,0.00,0.00,0.0,LANE_FOUND
1784006064.522,KEEP_LANE,-0.355,0.22,2.73,0.0,
1784006064.575,KEEP_LANE,0.281,0.22,2.70,0.0,
1784006064.630,KEEP_LANE,-0.197,0.22,2.70,0.0,
1784006064.688,KEEP_LANE,-0.033,0.22,2.68,0.0,
1784006064.746,KEEP_LANE,-0.033,0.22,2.68,0.0,
1784006064.801,KEEP_LANE,-0.033,0.22,2.68,0.0,
1784006064.856,KEEP_LANE,-0.099,0.22,2.66,0.0,
1784006064.912,KEEP_LANE,0.020,0.22,2.66,0.0,
1784006064.967,KEEP_LANE,0.033,0.22,2.65,0.0,
1784006065.021,KEEP_LANE,-0.022,0.22,2.65,0.0,
1784006065.075,KEEP_LANE,-0.022,0.22,2.63,0.0,
1784006065.130,KEEP_LANE,0.044,0.22,2.63,0.0,
1784006065.193,KEEP_LANE,-0.011,0.22,2.62,0.0,
1784006065.250,KEEP_LANE,-0.515,0.22,2.62,0.0,
1784006065.307,KEEP_LANE,-0.292,0.22,2.62,0.0,
