timestamp,state,steer,speed,front_dist,offset,event
1784263324.800,WAITING,0.000,0.00,0.00,0.0,RUN_START
1784263324.828,WAITING,0.000,0.00,0.00,0.0,LINE_FOUND
1784263324.907,KEEP_LANE,-0.300,0.22,0.95,0.0,
1784263324.973,KEEP_LANE,-0.060,0.22,0.95,0.0,
1784263325.033,KEEP_LANE,-0.060,0.22,0.95,0.0,
1784263325.092,KEEP_LANE,-0.060,0.22,0.95,0.0,
1784263325.151,KEEP_LANE,0.007,0.22,0.95,0.0,
1784263325.213,KEEP_LANE,-0.045,0.22,0.95,0.0,
1784263325.275,KEEP_LANE,-0.045,0.22,0.95,0.0,
1784263325.333,KEEP_LANE,-0.045,0.22,0.93,0.0,
1784263325.393,KEEP_LANE,-0.045,0.22,0.93,0.0,
1784263325.453,KEEP_LANE,0.021,0.22,0.91,0.0,
1784263325.514,KEEP_LANE,-0.030,0.22,0.91,0.0,
1784263325.579,KEEP_LANE,0.031,0.22,0.89,0.0,
1784263325.641,KEEP_LANE,-0.015,0.22,0.89,0.0,
1784263325.703,KEEP_LANE,0.049,0.22,0.87,0.0,
1784263325.764,KEEP_LANE,0.000,0.22,0.87,0.0,
1784263325.832,KEEP_LANE,0.000,0.22,0.85,0.0,
1784263325.897,KEEP_LANE,0.062,0.22,0.85,0.0,
1784263325.974,AVOID_OBSTACLE,0.975,0.22,0.84,12.0,
1784263326.030,AVOID_OBSTACLE,1.000,0.13,0.84,24.0,
1784263326.086,AVOID_OBSTACLE,1.000,0.13,0.81,36.0,
1784263326.139,AVOID_OBSTACLE,1.000,0.13,0.81,48.0,
1784263326.194,AVOID_OBSTACLE,1.000,0.13,0.81,60.0,
1784263326.247,AVOID_OBSTACLE,1.000,0.13,0.79,72.0,
1784263326.299,AVOID_OBSTACLE,1.000,0.13,0.79,84.0,
1784263326.351,AVOID_OBSTACLE,1.000,0.13,0.78,96.0,
1784263326.402,AVOID_OBSTACLE,1.000,0.13,0.78,108.0,
1784263326.456,AVOID_OBSTACLE,1.000,0.13,0.78,110.0,
1784263326.514,AVOID_OBSTACLE,1.000,0.13,0.77,110.0,
1784263326.568,AVOID_OBSTACLE,1.000,0.13,0.77,110.0,
1784263326.620,AVOID_OBSTACLE,1.000,0.13,0.75,110.0,
1784263326.677,AVOID_OBSTACLE,1.000,0.13,0.75,110.0,
1784263326.731,AVOID_OBSTACLE,1.000,0.13,0.74,110.0,
1784263326.784,AVOID_OBSTACLE,1.000,0.13,0.74,110.0,
1784263326.838,AVOID_OBSTACLE,1.000,0.13,0.74,110.0,
1784263326.890,AVOID_OBSTACLE,1.000,0.13,0.73,110.0,
1784263326.942,AVOID_OBSTACLE,1.000,0.13,0.73,110.0,
1784263326.996,AVOID_OBSTACLE,1.000,0.13,0.71,110.0,
1784263327.048,AVOID_OBSTACLE,1.000,0.13,0.71,110.0,
1784263327.101,AVOID_OBSTACLE,1.000,0.13,0.71,110.0,
1784263327.153,AVOID_OBSTACLE,1.000,0.13,0.70,110.0,
1784263327.207,AVOID_OBSTACLE,1.000,0.13,0.70,110.0,
1784263327.268,AVOID_OBSTACLE,1.000,0.13,0.69,110.0,
1784263327.324,AVOID_OBSTACLE,1.000,0.13,0.69,110.0,
1784263327.380,AVOID_OBSTACLE,1.000,0.13,0.68,110.0,
1784263327.435,AVOID_OBSTACLE,1.000,0.13,0.68,110.0,
1784263327.500,AVOID_OBSTACLE,1.000,0.13,0.68,106.0,
1784263327.555,AVOID_OBSTACLE,1.000,0.13,0.67,102.0,
1784263327.613,AVOID_OBSTACLE,1.000,0.13,0.67,98.0,
1784263327.673,AVOID_OBSTACLE,1.000,0.13,0.66,94.0,
1784263327.728,AVOID_OBSTACLE,1.000,0.13,0.66,90.0,
1784263327.783,AVOID_OBSTACLE,1.000,0.13,0.66,86.0,
1784263327.838,AVOID_OBSTACLE,1.000,0.13,0.66,82.0,
1784263327.898,AVOID_OBSTACLE,1.000,0.13,3.14,78.0,
1784263327.952,AVOID_OBSTACLE,1.000,0.13,3.14,74.0,
1784263328.008,AVOID_OBSTACLE,0.770,0.13,3.14,70.0,
1784263328.066,AVOID_OBSTACLE,0.663,0.13,3.13,66.0,
1784263328.122,AVOID_OBSTACLE,0.779,0.13,3.13,62.0,
1784263328.177,AVOID_OBSTACLE,0.773,0.13,3.11,58.0,
1784263328.234,AVOID_OBSTACLE,0.719,0.13,3.11,54.0,
1784263328.292,AVOID_OBSTACLE,0.596,0.13,3.11,50.0,
1784263328.347,AVOID_OBSTACLE,0.510,0.13,3.11,46.0,
